run_id,seed,final_mean_cooperation,final_std_cooperation_between_communities,final_mean_payoff,expected_global_cooperation,observed_global_cooperation,num_intercommunity_edges,corr_size_cooperation,corr_degree_cooperation,intercommunity_mutual_coop_rate,mean_external_payoff,mean_b_eff,std_b_eff,b,Tin,social_adaptation_rate,epsilon_perception,epsilon_execution,delta_D,delta_pi,rho,num_epochs,rounds_per_epoch
7,701000,0.2987225944997406,0.0562724003837007,2.880591579916069,0.3345151218821513,0.38,1098,-0.1524117780290705,0.2029193959553114,0.1438979963570127,10.945,2.0,0.0,2.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
3,301000,0.3022142017701282,0.0660091474927736,2.894312753123265,0.3484801276562105,0.45,1150,-0.0173468641335318,-0.0785198448470108,0.18,13.005,2.0,0.0,2.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
13,1301000,0.2966821607365085,0.0537444950875398,2.877101293232481,0.3979064442102739,0.35,1101,0.2548839863154041,0.1693170959214194,0.1207992733878292,10.235,2.0,0.0,2.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
10,1001000,0.2991897952300955,0.057572721161336,2.901126549856348,0.3988330910080354,0.44,1170,0.0818197055733066,0.0952839254865813,0.1914529914529914,13.03,2.0,0.0,2.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
11,1101000,0.3074452495942168,0.0643713355568923,2.956877054569356,0.3414517674378669,0.32,1069,-0.1307495842151727,-0.0316944500975107,0.0907390084190832,9.245,2.0,0.0,2.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
12,1201000,0.3121879118366324,0.0659637393173487,2.978677951057908,0.3848211291895637,0.42,1108,-0.1304356468966591,-0.0820010840214837,0.1750902527075812,11.98,2.0,0.0,2.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
14,1401000,0.3009881790813582,0.0532379524647124,2.9111122075340483,0.3643050288066385,0.33,1175,-0.0226723403425631,0.0507916459656988,0.1123404255319149,10.5,2.0,0.0,2.0,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120
5,501000,0.3046559690620941,0.0596734437391506,2.960903459372117,0.3506728093839038,0.29,1134,-0.0840458767777583,-0.0216536757247125,0.0855379188712522,9.26,2.023014219120273,0.018524553054746,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
9,901000,0.2987375286764179,0.0559485824848832,2.899860568217532,0.3601574237578248,0.39,1055,-0.006707093806491,-0.021107563834027,0.1497630331753554,10.78,2.0273762216800217,0.019508660222232,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
8,801000,0.2969689095536598,0.0513615959626341,2.881895520514923,0.3737593472446883,0.39,1097,0.1007945804110301,-0.0112254908629047,0.1385597082953509,10.9,2.0069545335581496,0.0170338302509402,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
0,1000,0.3127515348408755,0.0579663499887751,3.026115140751492,0.333857371900297,0.34,1123,-0.1671346480347669,-0.0806471271453185,0.0961709706144256,9.99,2.027095903695901,0.0159489380091356,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
4,401000,0.2954880907315773,0.0536750669684099,2.905998801279426,0.3188168225405651,0.38,1155,-0.0607261724487388,0.0188320587900181,0.1454545454545454,11.79,2.038342662151261,0.0156359087250591,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
1,101000,0.2975031280669682,0.0595190149997716,2.891170492741046,0.3602737816098414,0.38,1151,-0.0072887750567652,-0.0299276882527581,0.1303214596003475,10.86,2.0251750505350743,0.0170208483395142,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
7,701000,0.3021590982989248,0.0498347236722206,2.96015260621422,0.3597968800703555,0.42,1098,-0.0271848055884037,0.043681684259461,0.1730418943533697,11.915,2.042181342071366,0.0192231672670712,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
6,601000,0.3091037799756579,0.0596397336419037,3.007076949812023,0.3610695775822268,0.34,1133,-0.2102342836443103,-0.0867882810330107,0.1182700794351279,10.24,2.04202109928052,0.0152929788056931,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
2,201000,0.302240930472813,0.0543744786642958,2.915718197045136,0.3444158118058032,0.31,1106,-0.1181338101016446,0.152236358441757,0.0949367088607595,8.88,2.004504439304762,0.0195677145559652,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
3,301000,0.3035408272690231,0.0588757151167091,2.959946881088864,0.3284788968041064,0.45,1150,-0.1367825527270673,-0.1072784795965576,0.1791304347826087,12.625,2.031420804140449,0.0177255538006881,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
13,1301000,0.3010397191053499,0.0581751420913876,2.934564038438966,0.3368772584650756,0.32,1101,-0.1121056681773629,0.0358572952293169,0.0953678474114441,9.375,2.035694793578061,0.0199601969371434,2.0,800,0.2,0.02,0.01,0.05,0.1,0.05,10,120
