run_id,seed,final_mean_cooperation,final_std_cooperation_between_communities,final_mean_payoff,expected_global_cooperation,observed_global_cooperation,num_intercommunity_edges,corr_size_cooperation,corr_degree_cooperation,intercommunity_mutual_coop_rate,mean_external_payoff,mean_b_eff,std_b_eff,corr_climate_cooperation,std_climate,avg_degree,std_b_base,b,Tin,social_adaptation_rate,epsilon_perception,epsilon_execution,delta_D,delta_pi,rho,num_epochs,rounds_per_epoch,het_b_lo,het_b_hi,spread,base_prob
1,101000,0.2912012828733423,0.0696260757448245,3.312348667615516,0.3380984485910102,0.37,382,-0.0999679317331135,0.0392354544749665,0.1335078534031413,3.585,2.501048631120868,0.5644403545666535,-0.061648539459367,0.1669552002253313,7.64,0.5644403545666535,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
3,301000,0.2818108988068086,0.0587887628872999,3.240909222993208,0.3304441063082939,0.42,378,-0.0706538153611999,-0.0618656438431803,0.1798941798941798,4.15,2.4786476484104125,0.5742681430369957,-0.1357575018881831,0.2022955489624489,7.56,0.5742681430369957,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
4,401000,0.2893617488154579,0.068588777269439,3.3716954676138404,0.3427350529934786,0.43,380,0.0355159579973217,-0.0863372347201759,0.1447368421052631,4.37,2.5743810726353025,0.6153340655678885,-0.0199278924512932,0.2264754256212283,7.6,0.6153340655678885,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
7,701000,0.2857687556300361,0.0684722399942298,3.2401402996762894,0.3370652139828709,0.39,349,-0.1653752781311313,-0.0540602772205484,0.1404011461318051,3.305,2.463051258645014,0.5746457261855316,0.1050823127788944,0.1995323989972313,6.98,0.5746457261855316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
6,601000,0.2803839922556026,0.0660326184317072,3.167753005476506,0.3335833042673297,0.34,366,-0.1101231307586947,0.0200182993867045,0.1311475409836065,3.525,2.440948290254321,0.5743939504550846,-0.0238664558103999,0.1842366889633122,7.32,0.5743939504550846,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
2,201000,0.2812493403666187,0.0654222054083918,3.240646924780956,0.317506760489019,0.27,374,0.0604491190378873,0.0307245738298064,0.0668449197860962,2.72,2.5010556220309907,0.601630330145316,-0.0089910416708057,0.1508125431175912,7.48,0.601630330145316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
10,1001000,0.2781572853297321,0.0695028608727115,3.159901263292673,0.3157395876720073,0.35,374,-0.0169045245308809,-0.0002239884208797,0.1096256684491978,3.235,2.448396949954597,0.5335955517362488,-0.0880132099021634,0.1814375756232114,7.48,0.5335955517362488,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
13,1301000,0.2810789147633931,0.0721035898980739,3.194862599980385,0.3321597095294407,0.28,378,-0.096147399670473,-0.010915640804969,0.0634920634920634,2.925,2.498701083160717,0.6003096917384062,-0.0974131148198588,0.1821142511940656,7.56,0.6003096917384062,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
11,1101000,0.2719996999565722,0.0709178638446362,3.064964743257365,0.3161667604838191,0.29,374,0.1082892257250982,0.0421702354101003,0.0989304812834224,3.14,2.4422455565598,0.5429935114390992,0.0536796728387302,0.1868383678161707,7.48,0.5429935114390992,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
19,1901000,0.2887127282006184,0.0598717762580784,3.2288697412573697,0.2945870453374722,0.28,363,-0.0171432670116763,-0.0925349537045828,0.071625344352617,2.8,2.394764879049376,0.5639423250376029,-0.0448176915764623,0.1838492025401079,7.26,0.5639423250376029,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
12,1201000,0.2955889351730199,0.0583411865914834,3.300945445809264,0.3152204059640906,0.29,327,-0.1311365125935182,-0.141569973957653,0.0611620795107033,2.41,2.4256072684411367,0.5578058754341263,0.0918197892303348,0.1878756665237435,6.54,0.5578058754341263,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
18,1801000,0.2991175812353099,0.0656453946095907,3.2938180679309714,0.3298012396919298,0.28,377,-0.0736607840756374,0.2913019357963946,0.0822281167108753,3.05,2.418495401387144,0.57787699894824,-0.0358122950402092,0.1664739172573044,7.54,0.57787699894824,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
17,1701000,0.2836127154017736,0.0694312387510203,3.323110771996069,0.3643620331976664,0.37,364,-0.0664930258784712,-0.0470735003038529,0.1263736263736263,3.56,2.529392912179968,0.5542484492055335,0.0106742376347806,0.1813594098430562,7.28,0.5542484492055335,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
21,2101000,0.2942034516518562,0.0645967796932332,3.2345062903434023,0.359348314782925,0.42,370,0.1062543850922207,-0.1008799225317073,0.2135135135135135,4.25,2.378084287071483,0.5657542728199167,0.0330378471334771,0.1556434829176961,7.4,0.5657542728199167,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
16,1601000,0.2915769401897688,0.0671943472710671,3.2715589255007016,0.3238393326774544,0.33,365,-0.1312760828818313,-0.0785176067627148,0.0684931506849315,3.26,2.493311636162952,0.5904757925742388,-0.136692855256194,0.2005571546594773,7.3,0.5904757925742388,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
15,1501000,0.2894273127550024,0.0688826975278754,3.3352424511199086,0.3286499423066466,0.35,390,-0.0534577962625076,-0.0454523948566498,0.1153846153846153,3.78,2.529160610286405,0.6086979956242673,-0.2230249915038731,0.1751691275198872,7.8,0.6086979956242673,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
14,1401000,0.2729971944936801,0.0632981422510372,3.1564029617407487,0.3020648868747632,0.32,377,-0.120695383470042,0.0123028932557993,0.129973474801061,3.29,2.515984636367909,0.60845617852839,0.0529047741503547,0.1957967475582527,7.54,0.60845617852839,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
20,2001000,0.2782956793574357,0.0642947614777555,3.1724414314824028,0.3789704536739511,0.4,390,0.1241193643307983,0.0269691754167766,0.1435897435897435,3.76,2.4857464382217045,0.5665208327015486,-0.1184437418570917,0.1717353123379779,7.8,0.5665208327015486,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.05
5,501000,0.2851364764864065,0.0603748003452803,3.32806790486029,0.3215581385183602,0.28,371,-0.016462012880764,-0.0830580341303078,0.0727762803234501,2.79,2.542181666342611,0.6545530665549191,-0.060241749473672,0.1646601428487844,7.42,0.567501400002231,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
0,1000,0.2784772606665388,0.0661966898581244,3.3672287242643755,0.3246410019009746,0.33,382,-0.078186352353316,-0.0830843025234578,0.1099476439790576,3.45,2.6649057290608296,0.581878282034312,0.03173363839545,0.1757951146091881,7.64,0.5310412270497411,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
8,801000,0.2788138891827659,0.0623910819463876,3.469748190508042,0.3153632858231504,0.33,351,-0.1060319242573435,-0.0267364119349914,0.0911680911680911,3.07,2.7198976247621465,0.6097583824716866,0.0074207531473931,0.1834562702923365,7.02,0.5641453579122263,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
9,901000,0.2834107730420659,0.0597591004756436,3.339214841250392,0.3356541621108048,0.35,365,0.0814280808849697,0.0481365134900938,0.1095890410958904,3.485,2.563491654060801,0.6482015479016323,0.0729395985454561,0.1897948784251379,7.3,0.580921017217269,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
1,101000,0.2783212916953289,0.0659667709901862,3.385567699582181,0.3068474732726097,0.32,382,-0.0669081403972039,-0.0867392579288919,0.1151832460732984,3.13,2.6556443747579626,0.6308288992952029,0.1036423658351852,0.1623171656657637,7.64,0.5644403545666535,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
3,301000,0.2721313917346605,0.0639581617521987,3.2340640898637907,0.3202163581658129,0.41,378,-0.2001298319121279,-0.0181877935312606,0.1693121693121693,3.98,2.5711933242232443,0.5930211791520269,-0.0518443649321552,0.197446639089611,7.56,0.5742681430369957,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
7,701000,0.2830032088572367,0.0592400665298646,3.4598360628386007,0.3125620337539426,0.35,349,-0.1442097620803746,-0.0926820693820899,0.0974212034383954,3.035,2.720692952586568,0.6446865120867407,-0.0477420212140717,0.1966560958610033,6.98,0.5746457261855316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
4,401000,0.287411312101385,0.0690098531595985,3.579510230623068,0.2958440808816058,0.34,380,0.1809887362271694,0.0667102053747241,0.0921052631578947,3.43,2.787919332859821,0.6803040164796292,-0.0874029941179624,0.2013035883535847,7.6,0.6153340655678885,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
2,201000,0.2821156082843899,0.068532685175143,3.3140904845551646,0.3361478809327033,0.29,374,-0.1379909608046994,-0.0742493781233366,0.0588235294117647,2.9,2.5682913274089385,0.6403030122590396,-0.0276576269989149,0.1687838894918019,7.48,0.601630330145316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
10,1001000,0.2787974691195723,0.0588802581247766,3.384661855501816,0.3002923327273783,0.31,374,-0.0731604039675176,0.1216131765880104,0.0909090909090909,2.975,2.6616053660982324,0.6030360689123173,0.0616103346156631,0.1840438921890933,7.48,0.5335955517362488,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
6,601000,0.2740219787412054,0.0629598896645293,3.3661807746539334,0.3365670733606973,0.34,366,-0.0380001931920005,0.0636424090668888,0.1229508196721311,3.45,2.670560800803847,0.647164441449729,0.0522188977752866,0.1877159304312368,7.32,0.5743939504550846,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
13,1301000,0.2793562094799148,0.0612011994991137,3.436405361002345,0.3213862482789813,0.31,378,-0.1260401327799623,-0.0784051416863968,0.0793650793650793,3.225,2.689948636991368,0.6791828054322064,-0.0456096340426336,0.1763604081167624,7.56,0.6003096917384062,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
11,1101000,0.2731382733307992,0.0616573898699776,3.2567794860214736,0.3023147245158968,0.26,374,0.1241648291394918,0.0952360017232878,0.0909090909090909,2.915,2.6056950957899097,0.6450556528507693,0.0918515269264417,0.1814783067936092,7.48,0.5429935114390992,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
19,1901000,0.27898883026467,0.0616081790374165,3.2381690462557464,0.3013106524518533,0.28,363,-0.0392299839074998,-0.1209210101927662,0.0688705234159779,2.78,2.5070106238565315,0.6471488379611628,0.0362066731022202,0.182351332177709,7.26,0.5639423250376029,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
12,1201000,0.2806471649548057,0.0675720974211006,3.281962803599572,0.3362755749483807,0.32,327,0.0773403770181356,-0.1210047270966724,0.1070336391437308,2.785,2.555808892385961,0.6027284833543607,0.0701900503505519,0.2024135832726569,6.54,0.5578058754341263,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
17,1701000,0.2734442370206146,0.0615392153054278,3.3685653323281777,0.3210165540087324,0.32,364,-0.040610841802593,0.0315358061716883,0.0796703296703296,3.265,2.68868869272089,0.6146326483098417,0.0153933436325386,0.182574853871414,7.28,0.5542484492055335,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
18,1801000,0.274834213301514,0.0604121822150619,3.300104331858978,0.295161653345676,0.28,377,-0.0011748633293775,0.009440510898466,0.0610079575596817,2.68,2.6193204793282145,0.6554115276497057,-0.1387076704259624,0.1654423151224887,7.54,0.57787699894824,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
15,1501000,0.266490444744062,0.0617526475673269,3.3035994992733166,0.3116934971160817,0.3,390,0.0639947166767463,-0.0820387513886388,0.1,3.3,2.6985955605890752,0.6713032675781361,0.0529385859764109,0.1572122291732532,7.8,0.6086979956242673,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
16,1601000,0.2731415322641687,0.0540891261972141,3.357997998083532,0.3029916239406112,0.34,365,-0.0360728997978023,-0.0855540536579111,0.0986301369863013,3.42,2.6800866886939376,0.6287388098917867,0.0548541099735403,0.1866156701746177,7.3,0.5904757925742388,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
21,2101000,0.2893806264853239,0.0670056555035353,3.36055108485756,0.2888202067994884,0.34,370,-0.0945252772666307,-0.0520719140767343,0.1486486486486486,3.5,2.559765823033393,0.6499946505929518,0.1659808504991067,0.1710698297843458,7.4,0.5657542728199167,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
14,1401000,0.2669839560232187,0.058739154750363,3.3741007402685543,0.3206313852257139,0.28,377,-0.0311804704892103,0.0931289940097153,0.0901856763925729,2.885,2.7556594424070022,0.7078321835957082,-0.0695921289936779,0.1892014461830403,7.54,0.60845617852839,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
20,2001000,0.2725039782436412,0.0696967886660618,3.2548966418234824,0.3692463735661626,0.36,390,0.1578228120661119,-0.030653612798951,0.1128205128205128,3.595,2.601918462692765,0.5877271691913948,0.0541530162482147,0.1567257512200995,7.8,0.5665208327015486,2.5,800,0.2,0.02,0.01,0.05,0.1,0.2,10,120,1.5,3.5,1.0,0.05
5,501000,0.27609741848723,0.0792037305513732,3.321728535634497,0.3405390265874148,0.27,371,0.0611525456969648,-0.0250245788237982,0.0619946091644204,2.8,2.6425027611400167,0.768334031050637,-0.1624175414383366,0.1847030472323708,7.42,0.567501400002231,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
0,1000,0.2765814242627096,0.0711911297276768,3.5830757556817368,0.3356420004425904,0.33,382,-0.0828806798983303,-0.0308907838248661,0.1204188481675392,3.605,2.886457386191511,0.692100716544131,0.0758027322472802,0.1662564535680461,7.64,0.5310412270497411,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
8,801000,0.269150277415316,0.0713130660778844,3.335102976724491,0.3184773447311774,0.36,351,-0.1115075652171366,-0.0013118939544703,0.0968660968660968,3.245,2.72320912451433,0.695915192487856,-0.1557144590280354,0.1937909724747116,7.02,0.5641453579122263,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
9,901000,0.2664607642447373,0.0641655744629049,3.402946700391422,0.2990596667099205,0.3,365,0.2961131527987271,0.1128096370516602,0.0767123287671232,2.99,2.7902247899949915,0.7794154332155738,0.073742727281626,0.177665156112408,7.3,0.580921017217269,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
1,101000,0.2793459862565807,0.0613226992931483,3.6122964510869338,0.311364570516957,0.3,382,-0.1810046061734448,-0.1088070985483496,0.0916230366492146,3.07,2.829037881121238,0.7310905165297633,-0.0618994381142214,0.1471680543094919,7.64,0.5644403545666535,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
3,301000,0.2705004999906901,0.0643972536112155,3.380639741071924,0.2877803248988122,0.4,378,-0.2552018673044503,-0.2456419550892954,0.1534391534391534,3.905,2.741342307228312,0.7229153187389429,-0.2088439074331497,0.2033727484817911,7.56,0.5742681430369957,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
7,701000,0.2771619004184323,0.0707147824070514,3.6317387905814353,0.298068558954666,0.34,349,-0.0295187827675602,-0.0662732093254575,0.0974212034383954,2.9,2.9097351490949355,0.7155858782911283,0.0216204169934227,0.1961977257749595,6.98,0.5746457261855316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
4,401000,0.2632920696867247,0.0548157507364485,3.618948868559811,0.2963361651118184,0.36,380,0.1153066197874088,-0.0059626194242666,0.1026315789473684,3.615,3.018344674000004,0.7874285132028706,-0.0771369187669703,0.2031370363676537,7.6,0.6153340655678885,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
2,201000,0.2644491556203803,0.0610302617518754,3.3039760500709803,0.3245078005487359,0.3,374,0.1368019481530992,0.0080426289323739,0.0668449197860962,3.005,2.725467832344934,0.7302677399840499,-0.1401599026092241,0.1778450056670914,7.48,0.601630330145316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
10,1001000,0.2699983711124649,0.0572901484651626,3.5846555654105656,0.3438291960664502,0.36,374,-0.0180945996774464,0.0208056541887087,0.1229946524064171,3.275,2.918292606026725,0.7144532918979846,-0.0768135989209579,0.20615601886211,7.48,0.5335955517362488,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
6,601000,0.2687599504227266,0.0653645113006958,3.587754588853345,0.3171643893076702,0.33,366,-0.2500646250089096,-0.0230600957486861,0.1120218579234972,3.355,2.965215246462701,0.8055829660380565,-0.0611162487176784,0.1828849145349125,7.32,0.5743939504550846,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
13,1301000,0.2796101770471644,0.0703840429071616,3.5351154394093527,0.353891187116158,0.32,378,-0.1018417002823204,0.010691779202812,0.082010582010582,3.26,2.815853058817628,0.7986444019501128,-0.1136236530588552,0.1707526356122865,7.56,0.6003096917384062,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
11,1101000,0.2774880268174154,0.0667681604421854,3.534972773934501,0.325030665004282,0.3,374,-0.0880863305482815,0.0970620435823141,0.0989304812834224,3.335,2.809753666893389,0.7782441353679915,-0.0532657827053033,0.1968294937520714,7.48,0.5429935114390992,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
19,1901000,0.2645978410609829,0.0603620883822383,3.2086731355415696,0.3205017959903135,0.31,363,-0.0271707900628449,-0.1111860113647531,0.09366391184573,3.035,2.6195221123538617,0.7771003455668861,0.1344313251018981,0.1959376796980668,7.26,0.5639423250376029,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
12,1201000,0.2682476920921059,0.0682212942193946,3.609449771470626,0.2870730071580805,0.28,327,-0.0445027323214758,-0.1569301152938612,0.073394495412844,2.475,2.981112779813232,0.7118231222182765,-0.0259357144339093,0.1763971114016916,6.54,0.5578058754341263,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
18,1801000,0.2624143970277106,0.0588066624729071,3.3870982456266927,0.3276090911929588,0.32,377,0.0822732420936035,-0.1816083645697468,0.0901856763925729,3.14,2.8152184151789346,0.7736592449508989,0.0557090456941762,0.179814026129865,7.54,0.57787699894824,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
17,1701000,0.2624702378748408,0.0509055207886185,3.532732981307805,0.295251739123667,0.26,364,-0.1080971987450898,0.1790854987891792,0.0714285714285714,2.755,2.927534450455449,0.7130236373144545,0.1003208949834689,0.1563166606902181,7.28,0.5542484492055335,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
15,1501000,0.2688281434852781,0.0607197571180884,3.455301197618456,0.3301426796349223,0.33,390,0.0836563692739888,0.049591209239148,0.1102564102564102,3.545,2.788532570116082,0.7726598577788064,-0.0401069990543394,0.1635580268736951,7.8,0.6086979956242673,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
21,2101000,0.2794127455854215,0.0656392779919718,3.318219277812878,0.3267579257769717,0.38,370,0.0417903437952093,-0.056512191159697,0.1918918918918919,3.955,2.615358183526081,0.7198109417888133,0.0177554993065805,0.1658582558537503,7.4,0.5657542728199167,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
16,1601000,0.2703184550509198,0.0641153748223356,3.5635687460399303,0.3207642380697134,0.33,365,-0.0668301181274925,0.0111356956169616,0.0904109589041095,3.255,2.904088562141868,0.7040697967354123,0.0490573511943835,0.2008778812451656,7.3,0.5904757925742388,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
14,1401000,0.267267221724573,0.0703405166228284,3.658192948921096,0.319185040753695,0.28,377,-0.0475522388918287,-0.1888216162488376,0.0716180371352785,2.88,3.0602232470427686,0.831679233911178,0.0575447410991395,0.1867609048956043,7.54,0.60845617852839,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
20,2001000,0.2686257912753871,0.0651255644760043,3.431796955756237,0.3315764161176557,0.36,390,0.089889871153608,0.0677562980052629,0.1307692307692307,3.405,2.83139983136927,0.6922725847096528,0.0456941480835836,0.1632690892318828,7.8,0.5665208327015486,2.5,800,0.2,0.02,0.01,0.05,0.1,0.4,10,120,1.5,3.5,1.0,0.05
5,501000,0.3012564656543307,0.07067097539024214,3.3064825308089847,0.3566034807890158,0.31,776,0.09085570210549845,-0.11807246027418421,0.0979381443298969,6.56,2.3972996623862532,0.567501400002231,-0.15671527630822762,0.11727510523625215,15.52,0.567501400002231,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
0,1000,0.27512307581653,0.052373739846933394,3.280388896980107,0.3364866812497096,0.33,754,0.24807476270672082,0.008138184936595455,0.10344827586206896,6.54,2.561459854608409,0.5310412270497411,-0.007192473318529879,0.09855919551070362,15.08,0.5310412270497411,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
8,801000,0.28199764903619884,0.07459335069022288,3.323405742754558,0.3163020440875396,0.35,731,-0.07900445209210677,-0.030053073306523116,0.09575923392612859,6.53,2.5923046925232427,0.5641453579122263,-0.06960660911810226,0.11974744267061764,14.62,0.5641453579122263,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
9,901000,0.2914129521723358,0.06531689242645226,3.25195910058013,0.3565596155272054,0.36,700,-0.12839912268153683,-0.06019307825365959,0.13285714285714287,7.08,2.415823453666981,0.580921017217269,-0.0893622141151537,0.12860706785822054,14.0,0.580921017217269,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
1,101000,0.29120128287334235,0.06962607574482457,3.312348667615516,0.3380984485910102,0.37,756,-0.09996793173311352,-0.011520389713852974,0.12698412698412698,7.125,2.501048631120868,0.5644403545666535,0.07731778176312773,0.11940498690845462,15.12,0.5644403545666535,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
4,401000,0.2893617488154579,0.06858877726943906,3.3716954676138404,0.3427350529934786,0.43,787,0.035515957997321726,-0.11467248154977339,0.1905972045743329,9.075,2.5743810726353025,0.6153340655678885,-0.04869929857283389,0.13376418371926455,15.74,0.6153340655678885,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
3,301000,0.2818108988068086,0.058788762887299915,3.240909222993208,0.33044410630829396,0.42,764,-0.07065381536119991,-0.05187770807109217,0.16361256544502617,8.215,2.4786476484104125,0.5742681430369957,0.038256136970033376,0.12541643376399647,15.28,0.5742681430369957,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
2,201000,0.28124934036661875,0.06542220540839187,3.2406469247809557,0.317506760489019,0.27,731,0.06044911903788737,0.06994082001673013,0.08207934336525308,5.355,2.5010556220309907,0.601630330145316,0.1883241383858517,0.10454187589723071,14.62,0.601630330145316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
7,701000,0.2857687556300361,0.06847223999422984,3.2401402996762894,0.3370652139828709,0.39,721,-0.1653752781311313,-0.10445922638387126,0.14979195561719832,7.185,2.463051258645014,0.5746457261855316,0.1615039715956208,0.1319519861600821,14.42,0.5746457261855316,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
6,601000,0.2803839922556026,0.06603261843170721,3.1677530054765066,0.33358330426732974,0.34,769,-0.11012313075869479,0.1178778843377228,0.1235370611183355,7.075,2.440948290254321,0.5743939504550846,-0.05448385624450418,0.12002691315742972,15.38,0.5743939504550846,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
10,1001000,0.27815728532973216,0.06950286087271157,3.1599012632926735,0.3157395876720073,0.35,763,-0.016904524530880958,-0.082701180997026,0.11009174311926606,6.81,2.4483969499545974,0.5335955517362488,-0.091387819815101,0.11826915505608071,15.26,0.5335955517362488,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
13,1301000,0.2810789147633931,0.07210358989807397,3.1948625999803846,0.33215970952944074,0.28,720,-0.09614739967047305,-0.26425190571550594,0.07222222222222222,5.48,2.4987010831607175,0.6003096917384062,-0.049573793350075765,0.10530353505078031,14.4,0.6003096917384062,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
11,1101000,0.27199969995657225,0.0709178638446362,3.064964743257365,0.31616676048381914,0.29,716,0.10828922572509826,0.04832497850152232,0.09217877094972067,5.85,2.4422455565598,0.5429935114390992,0.05919876562921733,0.12094167651516821,14.32,0.5429935114390992,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
19,1901000,0.2887127282006184,0.059871776258078456,3.2288697412573697,0.2945870453374722,0.28,734,-0.017143267011676316,0.0310050987681268,0.08446866485013624,5.62,2.394764879049376,0.5639423250376029,-0.09986556237391243,0.11279920673433566,14.68,0.5639423250376029,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
12,1201000,0.29558893517301993,0.058341186591483414,3.3009454458092633,0.3152204059640906,0.29,727,-0.13113651259351822,-0.04432374243087291,0.06602475928473177,5.34,2.4256072684411367,0.5578058754341263,0.10511894703771404,0.11064944404320338,14.54,0.5578058754341263,2.5,800,0.2,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.1
