eta_s,delta_pi,run_id,internal_cooperation,std_between_communities,mean_payoff
0.1,0.02,2,0.3933052746681497,0.061134965498131036,3.596326930742036
0.1,0.02,3,0.38642199709693853,0.05527120242631086,3.5536587530433064
0.1,0.02,4,0.3926475559991682,0.057148154438211904,3.5844495730082024
0.1,0.02,8,0.38359238314972055,0.06662802426355577,3.517245104596354
0.1,0.02,9,0.38657976214346695,0.06746132782788536,3.5586106321200397
0.1,0.02,7,0.38725525491513724,0.06786025414445222,3.524982096404945
0.1,0.02,6,0.3862632441076331,0.059456280035572864,3.5435901328455572
0.1,0.05,0,0.3067408881230264,0.05701285086665197,2.958610269140533
0.1,0.02,10,0.38144948222409475,0.06879305212442247,3.511009309661596
0.1,0.05,5,0.3038021612218618,0.06657544044336776,2.92335320871246
0.1,0.05,1,0.2947625298604544,0.06546737653433898,2.859702104292523
0.1,0.05,2,0.30419236764391044,0.051600238255287714,2.922481425965801
0.1,0.05,4,0.303468337679441,0.059425944376096704,2.919354966214162
0.1,0.05,3,0.31294578323859573,0.05920243450817575,3.0025202624872946
0.1,0.05,9,0.31391126042634765,0.05949550184567125,2.988620814760302
0.1,0.05,8,0.3053781605835519,0.06293057955732598,2.9245944839272084
0.1,0.05,7,0.3058428789954388,0.060291728926379996,2.9428378147793586
0.1,0.05,6,0.30593178676713556,0.049714265796402486,2.952855764120311
0.1,0.1,0,0.21999960275005914,0.05487913110546214,2.2291460947794253
0.1,0.05,10,0.30117170987762404,0.06031787872062318,2.8954497644230837
0.1,0.1,1,0.22222295725244767,0.053166831080226525,2.250343557120971
0.1,0.1,5,0.2070185988622367,0.04844698912153701,2.114403377345573
0.1,0.1,2,0.20535056183447412,0.05216223218600773,2.086020348958601
0.1,0.1,3,0.20760760421769686,0.04964504993451285,2.118716187130006
0.1,0.1,4,0.21086685636145788,0.052562374840009175,2.1432260270820183
0.1,0.1,8,0.21187703848154782,0.057288604698023035,2.14723539590953
0.1,0.1,9,0.21186794433211323,0.0506529658052213,2.1505675304077343
0.1,0.1,7,0.2106460813661241,0.05311941246347737,2.13867011047495
0.1,0.1,6,0.21018735137461442,0.049312502265777304,2.1448053031527663
0.1,0.2,0,0.12495312211362108,0.03230403593898204,1.344677086742769
0.1,0.1,10,0.20652397906747086,0.0443758551132263,2.116258531151539
0.1,0.2,1,0.11973593252517466,0.034920081928631455,1.288380290232507
0.1,0.2,5,0.12340401348314599,0.042668810096743316,1.329338253142866
0.1,0.2,2,0.12279422863568627,0.0350729817382201,1.3228239263688426
0.1,0.2,3,0.11801797539148376,0.03375863595602889,1.2711158226938628
0.1,0.2,4,0.12489266691710174,0.036797449721519035,1.3438281673641663
0.1,0.2,8,0.12057086353152792,0.04156427183490859,1.3020263165342294
0.1,0.2,9,0.1184522181971439,0.040744215000549144,1.2756488368717573
0.1,0.2,7,0.1230690906677804,0.03645009893140191,1.324339439157089
0.1,0.2,6,0.1198008246965688,0.03733494566877107,1.3008168145732382
0.1,0.2,10,0.1222041227529425,0.03343995219086113,1.3162670021180454
0.1,0.35,0,0.06734322262861879,0.025684970863866695,0.7534920999802445
0.1,0.35,1,0.05859735947187203,0.024704626762386654,0.6641372777136104
0.1,0.35,5,0.06578761929977307,0.026003196857605604,0.7444362715082928
0.1,0.35,3,0.06058451826645039,0.02403629774146175,0.6896860544758205
