run_id,seed,Tin,b,social_adaptation_rate,final_mean_cooperation,final_std_cooperation_between_communities,final_mean_payoff,final_std_payoff_between_communities
60,102,50,1.01,0.04,0.35599479061870465,0.03990825550121559,2.154845201781974,0.2641014833827624
61,103,50,1.01,0.04,0.3207034530052247,0.07642126316644393,1.9285947478494454,0.4872271839086654
62,104,50,1.01,0.04,0.37898695537051075,0.12597544909038874,2.316626813926955,0.8091278898181536
63,105,50,1.01,0.04,0.348178981348637,0.05892494423021562,2.121714797345768,0.3304257861296137
64,106,50,1.01,0.04,0.4174840714840715,0.10434909265810588,2.530547908757909,0.6478096080699537
65,107,50,1.01,0.04,0.3775530539687166,0.02820290541597375,2.2557964470350016,0.11961274223484844
66,108,50,1.01,0.04,0.36443929421791776,0.06720974559438696,2.188036638500866,0.41875730773588604
67,109,50,1.01,0.04,0.33916387959866223,0.0935100324983969,2.0667753796927713,0.5867835788089942
68,110,50,1.01,0.04,0.4549875106929556,0.09228252270346504,2.780141743834208,0.5208831636669494
69,111,50,1.01,0.04,0.4054406916096022,0.11517819873464534,2.4442461273581015,0.6605664721500885
70,112,50,1.01,0.04,0.3748230117798781,0.07707653218314348,2.267237679303474,0.4460676649146496
71,113,50,1.01,0.04,0.364400778860202,0.12435368455469967,2.2096162604342804,0.7688674382574087
72,114,50,1.01,0.04,0.39461539339565566,0.08222715683717083,2.356063048316954,0.4983884060772459
73,115,50,1.01,0.04,0.3267264044353645,0.13236453723367855,1.9730656343733404,0.7949334841909319
74,116,50,1.01,0.04,0.29659486111439815,0.09812595762490792,1.78164014815516,0.5994290295521507
75,117,50,1.01,0.04,0.3317326392528154,0.10669193986992703,2.0377679313838515,0.6641701534818163
76,118,50,1.01,0.04,0.3926471838676253,0.02924263352577414,2.3605924652500674,0.19771834112036613
77,119,50,1.01,0.04,0.2804228858023604,0.1028823224848012,1.703137244424268,0.6105334040227222
78,120,50,1.01,0.04,0.3479249415345781,0.10841654766719087,2.0918343750981565,0.6472818812816357
79,121,50,1.01,0.04,0.3234072019649962,0.08769650985323406,1.9241321804388611,0.5411643185234436
0,42,50,1.01,0.05,0.35761121890809183,0.10063117119792883,2.150927765995317,0.6293199647836584
1,43,50,1.01,0.05,0.2744246402776218,0.05095766331054634,1.6623788185877466,0.31919542810179136
2,44,50,1.01,0.05,0.3641444900481045,0.07346830854690696,2.193894942406991,0.44721096010852407
3,45,50,1.01,0.05,0.3282487654129927,0.05987947705220171,1.9537674808094838,0.37877369381593634
4,46,50,1.01,0.05,0.3428232847161087,0.056940210712024195,2.0559612471943978,0.31474874474063536
5,47,50,1.01,0.05,0.38908730450741136,0.04780577229137909,2.3747753392525124,0.2814114296961674
6,48,50,1.01,0.05,0.3516200828157349,0.1048578006912399,2.1158302795031054,0.62741294749758
7,49,50,1.01,0.05,0.38504220795017763,0.15100811085239826,2.3106525920790153,0.9129097866083195
8,50,50,1.01,0.05,0.36705262254335774,0.11774714797809892,2.177655009852447,0.6922572765323417
9,51,50,1.01,0.05,0.35812065306494933,0.09894031538426695,2.158875998189494,0.5766171353306809
10,52,50,1.01,0.05,0.3732223715461679,0.0938871252406795,2.2500753814857046,0.5600708512262802
