Tin,b,social_adaptation_rate,mean_final_cooperation,std_final_cooperation,mean_final_payoff,std_final_payoff
150,1.4,0.02,0.24908273452697532,0.03398460175760053,1.8898589758409639,0.23886481098613144
150,1.4,0.03,0.2362152635045851,0.03664526448562474,1.7974796930307249,0.2588195408929389
150,1.4,0.04,0.2180277080613163,0.03133452307412825,1.6646113985614672,0.2260445413070939
150,1.4,0.05,0.20928043809260974,0.03229343450543299,1.6001535106767928,0.23598373935676822
150,1.4,0.075,0.18235353229322446,0.03394150220333639,1.4100229067016443,0.23841668059760782
150,1.4,0.1,0.1677669228522602,0.027137879945442082,1.2963483303747405,0.19350146784597927
150,1.4,0.125,0.15082322734325543,0.03284298363288056,1.174636284163703,0.23888348580961236
150,1.4,0.15,0.1352909895770181,0.025394710871114917,1.0594422145775872,0.18422554103986533
150,1.4,0.175,0.12272148291544394,0.024954589447272652,0.9674820417426562,0.18727873087060312
150,1.4,0.2,0.11727046219092822,0.027065470536472423,0.9212938873801677,0.20286084884771083
150,1.4,0.25,0.10016472162388317,0.02396485176496937,0.7895627119851294,0.18236068225074895
150,1.5,0.02,0.22980599460098267,0.03334079312441342,1.844868051633479,0.24845845135593628
150,1.5,0.03,0.2158788384288349,0.03405584866109158,1.7439966964749865,0.25580997812182293
150,1.5,0.04,0.20671080780729206,0.029782165174656264,1.6781189906478677,0.22588354358333193
150,1.5,0.05,0.19733619387835477,0.03426590045310272,1.6002008992852013,0.25535778625079514
150,1.5,0.075,0.16837417244344532,0.031197132081048566,1.3837140281404472,0.23829100794888303
150,1.5,0.1,0.15915952923322693,0.029124191761479252,1.3062730232027753,0.2204362016778766
150,1.5,0.125,0.1403170714102069,0.025431189302885206,1.1646514155478611,0.19814410951994738
150,1.5,0.15,0.13221001697808482,0.028101255503244504,1.0943457631328517,0.21563633209119937
150,1.5,0.175,0.11833161180579536,0.024910152958286344,0.9901779289221675,0.19580864296267014
150,1.5,0.2,0.1106297701571944,0.028093203092129208,0.925003092921916,0.22165272184841003
150,1.5,0.25,0.09776211218819236,0.023779124473971913,0.82157356885201,0.19105418290525056
150,1.7,0.02,0.2061976739897613,0.029711625836931637,1.859539210140285,0.2401159799338733
150,1.7,0.03,0.1907487314848574,0.025733134749604075,1.7345399447966663,0.21288917431578475
150,1.7,0.04,0.1844634359979349,0.030898731023201655,1.6781232793588998,0.25095946706866606
150,1.7,0.05,0.17904593023769405,0.029626743180056682,1.627858380043179,0.2456207050753707
150,1.7,0.075,0.16125884089888332,0.027401546381319135,1.4764501830180523,0.2250866941361417
150,1.7,0.1,0.14693913154187627,0.025648887713193153,1.350315344225934,0.21931593658866913
150,1.7,0.125,0.13096254398736526,0.027931702966315204,1.2166249700884793,0.23793855627708996
150,1.7,0.15,0.12181765799414697,0.023385635228062692,1.134249078601586,0.20201887685326397
150,1.7,0.175,0.1116218534716508,0.023389667944459066,1.0442568581367457,0.20904483205864038
150,1.7,0.2,0.10780289808863028,0.020803895734107722,1.0111624767842042,0.18761966779639375
150,1.7,0.25,0.09374064201497796,0.02314526251434238,0.8832242767509534,0.20389914556705888
