b,Tin,xmin,xmax,social_adaptation_rate,delta_D,delta_pi,lambda_fermi,expected_global_cooperation,observed_global_cooperation,num_communities,num_intercommunity_edges
2.0,1000,0.4,0.5,0.2,0.05,0.02,1.0,0.5917297460328447,0.2,5,2
