point,eta_s,delta_pi,round,mean_cooperation,std,n,ci95
cooperativo,0.6,0.02,107,0.5000390028576308,0.004659089365866819,11,0.002753345866452511
cooperativo,0.6,0.02,108,0.500913633805794,0.007504853655400586,11,0.004435085092338383
cooperativo,0.6,0.02,109,0.5009637974686771,0.007410220455179425,11,0.00437916044479524
cooperativo,0.6,0.02,110,0.5011651712367429,0.006120976435618458,11,0.0036172659170549716
cooperativo,0.6,0.02,111,0.4985056937214498,0.006720543672441276,11,0.003971587511583847
cooperativo,0.6,0.02,112,0.49901600205622787,0.007989081154173431,11,0.004721245257441978
cooperativo,0.6,0.02,113,0.49923879121721276,0.007096064522570781,11,0.004193506152605329
cooperativo,0.6,0.02,114,0.49973858607797544,0.0057696008609870635,11,0.003409616222015535
cooperativo,0.6,0.02,115,0.4974690969112677,0.006571256464689159,11,0.0038833644095781494
cooperativo,0.6,0.02,116,0.49903496473669856,0.0076319495113422835,11,0.004510193943472259
cooperativo,0.6,0.02,117,0.4992234888949398,0.008146286893133762,11,0.004814147912351348
cooperativo,0.6,0.02,118,0.498475938575278,0.006524896081548524,11,0.0038559671739246382
cooperativo,0.6,0.02,119,0.4988062536031796,0.006032977346543084,11,0.003565261778664252
cooperativo,0.6,0.02,120,0.4981456340880142,0.006331995240630508,11,0.0037419700617705083
cooperativo,0.6,0.02,121,0.4984017632654718,0.005410798268050875,11,0.003197577439636546
cooperativo,0.6,0.02,122,0.49826667590391904,0.006413591363121551,11,0.0037901902887155364
cooperativo,0.6,0.02,123,0.4975454075628542,0.00596982725600925,11,0.003527942459998407
cooperativo,0.6,0.02,124,0.49803937086657596,0.005261041444203454,11,0.0031090768122534
cooperativo,0.6,0.02,125,0.49692875829516664,0.006703902529057749,11,0.003961753224290765
cooperativo,0.6,0.02,126,0.49646659699061146,0.006893690652218573,11,0.004073910837801021
cooperativo,0.6,0.02,127,0.49766028399379647,0.007084978017458446,11,0.004186954446761676
cooperativo,0.6,0.02,128,0.4999610552941309,0.003895734000074758,11,0.0023022316731005055
cooperativo,0.6,0.02,129,0.4992069928888942,0.00549676754582196,11,0.0032483820362014986
cooperativo,0.6,0.02,130,0.49940069153752853,0.0051415695923235595,11,0.003038473459602376
cooperativo,0.6,0.02,131,0.49859940501245803,0.005211687146540815,11,0.0030799102861814517
cooperativo,0.6,0.02,132,0.49786859216118473,0.004031622998426302,11,0.0023825369393288528
cooperativo,0.6,0.02,133,0.4986096180703418,0.004856379166191763,11,0.0028699366878687173
cooperativo,0.6,0.02,134,0.49735029424918265,0.006726176225880167,11,0.003974916137954949
cooperativo,0.6,0.02,135,0.49959080732536504,0.007955214340274835,11,0.004701231249395522
cooperativo,0.6,0.02,136,0.499765965189149,0.005890181314196538,11,0.0034808747161864254
cooperativo,0.6,0.02,137,0.4986627344640628,0.005798482018759491,11,0.003426683895572872
cooperativo,0.6,0.02,138,0.49823823766553405,0.005618370509502305,11,0.0033202447954459456
cooperativo,0.6,0.02,139,0.4998164400478672,0.00643003031755443,11,0.003799905089974376
cooperativo,0.6,0.02,140,0.5005223995831748,0.0059945031929135185,11,0.003542525006831262
cooperativo,0.6,0.02,141,0.49858874641390405,0.0058183477532093115,11,0.003438423794410653
cooperativo,0.6,0.02,142,0.5003198852077954,0.005475443747233736,11,0.00323578047652117
cooperativo,0.6,0.02,143,0.5008433097450576,0.004668683374179856,11,0.0027590155630513647
cooperativo,0.6,0.02,144,0.5012885164269132,0.005700946869294858,11,0.0033690443056178694
cooperativo,0.6,0.02,145,0.5029151585115561,0.006442212078906979,11,0.003807104050894052
cooperativo,0.6,0.02,146,0.5004088293463557,0.006349097644537827,11,0.00375207693661382
cooperativo,0.6,0.02,147,0.5015162151416719,0.006640073658980184,11,0.0039240327725484315
cooperativo,0.6,0.02,148,0.4996859862638566,0.005976837690755656,11,0.0035320853621870754
cooperativo,0.6,0.02,149,0.5019848776282125,0.003971916863804033,11,0.0023472528685470305
cooperativo,0.6,0.02,150,0.5006419233157664,0.0045594689410773815,11,0.0026944739575301946
cooperativo,0.6,0.02,151,0.501176391327018,0.006842750844129157,11,0.0040438073349430585
cooperativo,0.6,0.02,152,0.5005176642194921,0.006056191806984572,11,0.0035789806480997183
cooperativo,0.6,0.02,153,0.5026851341189076,0.005008635854462463,11,0.0029599146407195713
cooperativo,0.6,0.02,154,0.5016003804401501,0.005490733094538509,11,0.0032448159033817846
cooperativo,0.6,0.02,155,0.5021096046852096,0.0060966789133380704,11,0.0036029069989741425
cooperativo,0.6,0.02,156,0.5016234175863253,0.0052581772320653706,11,0.003107384171045698
cooperativo,0.6,0.02,157,0.5022931465384761,0.005049799322168913,11,0.0029842406956110557
cooperativo,0.6,0.02,158,0.49956380969135117,0.005580671335344852,11,0.0032979660072141636
cooperativo,0.6,0.02,159,0.5011296554617901,0.005232545569463994,11,0.0030922368264184774
cooperativo,0.6,0.02,160,0.4997402789286166,0.0054474230947334935,11,0.003219221329083033
cooperativo,0.6,0.02,161,0.5014764705224298,0.006380434355963276,11,0.0037705957496470236
cooperativo,0.6,0.02,162,0.5008374573125799,0.006954456273659594,11,0.004109821025281601
cooperativo,0.6,0.02,163,0.5008273976463359,0.006988411275740363,11,0.004129887149213327
cooperativo,0.6,0.02,164,0.49951338329298917,0.005716152023422395,11,0.003378029977490261
cooperativo,0.6,0.02,165,0.49798876873799286,0.005136359264894415,11,0.003035394352857826
cooperativo,0.6,0.02,166,0.49938065216762806,0.007243636198331618,11,0.004280715439990607
cooperativo,0.6,0.02,167,0.4995805505975515,0.007567053505999829,11,0.0044718428550883415
cooperativo,0.6,0.02,168,0.49909711659682476,0.006872554228895023,11,0.004061420009825958
cooperativo,0.6,0.02,169,0.5004457895489309,0.007275925054269899,11,0.004299796934473512
cooperativo,0.6,0.02,170,0.5005140142802303,0.006497890709369191,11,0.0038400080188144754
cooperativo,0.6,0.02,171,0.5014086085998575,0.006220593728565488,11,0.0036761359751766973
cooperativo,0.6,0.02,172,0.4991490822900234,0.00708445847280852,11,0.00418664741549398
cooperativo,0.6,0.02,173,0.5008597036064436,0.006204926727314032,11,0.0036668773690955543
cooperativo,0.6,0.02,174,0.5005393936311554,0.004942787620365029,11,0.0029210008211020258
cooperativo,0.6,0.02,175,0.49952706043191086,0.0037493682450463013,11,0.002215735039326917
cooperativo,0.6,0.02,176,0.4985326635663828,0.002962036328185937,11,0.0017504516097590667
cooperativo,0.6,0.02,177,0.49860052176626907,0.0034670695705345603,11,0.0020489071835947887
cooperativo,0.6,0.02,178,0.49886607182321324,0.004432561135114584,11,0.0026194762368322113
cooperativo,0.6,0.02,179,0.5010257508044721,0.0028652916064823876,11,0.0016932791327606547
cooperativo,0.6,0.02,180,0.5012066997167889,0.0041711632381755915,11,0.0024649999513354955
cooperativo,0.6,0.02,181,0.49962345272105524,0.004973712912428217,11,0.002939276500829232
cooperativo,0.6,0.02,182,0.4990893377737828,0.006545395847601044,11,0.003868081761495647
cooperativo,0.6,0.02,183,0.5001529013481757,0.005830679224351574,11,0.0034457112281623147
cooperativo,0.6,0.02,184,0.5011503834232474,0.003676338201542758,11,0.0021725770415687187
cooperativo,0.6,0.02,185,0.5024064765267457,0.006448989617037694,11,0.003811109319978101
cooperativo,0.6,0.02,186,0.5007417996931461,0.005986814093911846,11,0.0035379810396972337
cooperativo,0.6,0.02,187,0.49867074494179486,0.005498058089411687,11,0.0032491446987261293
cooperativo,0.6,0.02,188,0.5011848648121713,0.006042106081016362,11,0.003570656515994702
cooperativo,0.6,0.02,189,0.5001749784152069,0.005228967254772798,11,0.0030901221775697014
cooperativo,0.6,0.02,190,0.500023456871718,0.007103264439425527,11,0.004197761031564305
cooperativo,0.6,0.02,191,0.4995629299671201,0.007593353206503574,11,0.00448738498488766
cooperativo,0.6,0.02,192,0.49880947765930883,0.005908251125640846,11,0.003491553292350311
cooperativo,0.6,0.02,193,0.4996485299641272,0.006328957636552453,11,0.0037401749524743648
cooperativo,0.6,0.02,194,0.49959692139360534,0.006758765379360535,11,0.003994175096944602
cooperativo,0.6,0.02,195,0.5018799119960201,0.007170658988392969,11,0.004237588664874021
cooperativo,0.6,0.02,196,0.49981176982780673,0.006451213750715604,11,0.003812423698988166
cooperativo,0.6,0.02,197,0.5009759721052437,0.007045627804525442,11,0.004163699956964408
cooperativo,0.6,0.02,198,0.5007926434730183,0.006067740908827072,11,0.0035858057311411056
cooperativo,0.6,0.02,199,0.5007005633252877,0.007981445949706944,11,0.0047167331399429364
cooperativo,0.6,0.02,200,0.4990167759744718,0.008024926235571592,11,0.00474242834687214
transicion,0.2,0.1,0,0.44967205999698834,0.0016748335904655722,11,0.0009897634024983453
transicion,0.2,0.1,1,0.4374719518129723,0.0029452108351439243,11,0.0017405083787797157
transicion,0.2,0.1,2,0.42913787632496087,0.0022838801380541734,11,0.0013496869117071578
transicion,0.2,0.1,3,0.41977377670072025,0.0037930879831664984,11,0.0022415717534963256
transicion,0.2,0.1,4,0.4111762631288665,0.004576363130320237,11,0.002704457785369958
transicion,0.2,0.1,5,0.4038258873537902,0.0037803791202015748,11,0.0022340612954295327
transicion,0.2,0.1,6,0.39638778535888886,0.003211857539428673,11,0.0018980865111985186
transicion,0.2,0.1,7,0.3896359072244469,0.003719969400247784,11,0.0021983614322874188
transicion,0.2,0.1,8,0.3839165650386816,0.0042339388276875795,11,0.0025020979540403216
transicion,0.2,0.1,9,0.37896775822153134,0.0046852289363788725,11,0.002768793365473989
transicion,0.2,0.1,10,0.3722780888596036,0.005511308584141544,11,0.0032569752407114756
transicion,0.2,0.1,11,0.36833755035635674,0.004120316982770599,11,0.0024349517345810443
transicion,0.2,0.1,12,0.3626771539887033,0.0032452498527899966,11,0.0019178201073467825
transicion,0.2,0.1,13,0.3587304850469541,0.004315225526597268,11,0.0025501353233340356
transicion,0.2,0.1,14,0.35739170731638115,0.0040166718553687145,11,0.0023737013784061677
transicion,0.2,0.1,15,0.3534857370924081,0.005288274192883397,11,0.0031251703382886345
transicion,0.2,0.1,16,0.3506722206387123,0.0045517056981813145,11,0.0026898861741545964
transicion,0.2,0.1,17,0.34728282160074325,0.004943326544162085,11,0.0029213193047138296
transicion,0.2,0.1,18,0.34445622620591493,0.005629767130563453,11,0.0033269797681039345
transicion,0.2,0.1,19,0.34275033387478443,0.0044593721015797555,11,0.002635320505506964
transicion,0.2,0.1,20,0.33982878047366866,0.005334976951400208,11,0.0031527699048597875
transicion,0.2,0.1,21,0.3367823207446462,0.005103433256187789,11,0.003015936325150667
transicion,0.2,0.1,22,0.33495143702875474,0.005726466425576771,11,0.0033841253996439416
transicion,0.2,0.1,23,0.33244368280893083,0.005247818051140437,11,0.0031012622863296722
transicion,0.2,0.1,24,0.33033953446575354,0.004439332053556578,11,0.0026234775939302166
transicion,0.2,0.1,25,0.32806148005191366,0.005205311003329808,11,0.00307614222633642
transicion,0.2,0.1,26,0.3253378810975756,0.005323433114332334,11,0.0031459479331013823
transicion,0.2,0.1,27,0.32448716726489485,0.00647334842140887,11,0.0038255044534602906
transicion,0.2,0.1,28,0.3239022925322093,0.005635598509102271,11,0.003330425892600537
transicion,0.2,0.1,29,0.3239890574804199,0.006243957954473045,11,0.0036899433503467735
transicion,0.2,0.1,30,0.32325857573268046,0.006321830114351562,11,0.0037359628560218595
transicion,0.2,0.1,31,0.3223577587375397,0.006390232200904364,11,0.0037763859059952412
transicion,0.2,0.1,32,0.3222496870401582,0.006480546729404698,11,0.0038297583816444044
transicion,0.2,0.1,33,0.32082863684018603,0.006798497172556743,11,0.004017655086267187
transicion,0.2,0.1,34,0.32101793840317233,0.007068138773364967,11,0.004177003089430213
transicion,0.2,0.1,35,0.32115538371319013,0.006024243643418429,11,0.003560100489942627
transicion,0.2,0.1,36,0.31936797050734256,0.00619111995825395,11,0.0036587180899885375
transicion,0.2,0.1,37,0.3184241588633149,0.0043512612544848814,11,0.0025714310776397717
transicion,0.2,0.1,38,0.31773510880330613,0.005010799112825581,11,0.002961193044717528
transicion,0.2,0.1,39,0.3173636326819645,0.005042997559957391,11,0.0029802211110100626
transicion,0.2,0.1,40,0.31560381653864716,0.00392031986355705,11,0.0023167609899425617
transicion,0.2,0.1,41,0.3156732207441357,0.005234681883129938,11,0.0030934993071179595
transicion,0.2,0.1,42,0.31545649269948933,0.00470039315893987,11,0.0027777548483363204
transicion,0.2,0.1,43,0.31436413110268935,0.005662962531138834,11,0.003346596996232044
transicion,0.2,0.1,44,0.3140944767741675,0.004926388955783844,11,0.002911309829624006
transicion,0.2,0.1,45,0.3135953399287264,0.004551383683443778,11,0.002689695875605479
transicion,0.2,0.1,46,0.31240528346905544,0.005103697081552857,11,0.003016092235978156
transicion,0.2,0.1,47,0.31184818325977964,0.0052881849530486465,11,0.0031251176009164067
transicion,0.2,0.1,48,0.3128176678749223,0.005161275138356249,11,0.0030501186931350885
transicion,0.2,0.1,49,0.3130282739788471,0.006269526028234373,11,0.003705053116370935
transicion,0.2,0.1,50,0.31258412987619144,0.00503476151675816,11,0.002975353920510422
transicion,0.2,0.1,51,0.3117209766356076,0.006297444302288856,11,0.0037215517620139116
transicion,0.2,0.1,52,0.3114850661789305,0.006941902285668547,11,0.004102402092475573
transicion,0.2,0.1,53,0.3107038309620313,0.00709531884598813,11,0.004193065485905182
transicion,0.2,0.1,54,0.3110685018782063,0.006875726436320863,11,0.004063294664617397
transicion,0.2,0.1,55,0.31182068546657504,0.007330540464147984,11,0.004332072579180845
transicion,0.2,0.1,56,0.31129434441217324,0.006394577411926256,11,0.0037789537616139033
transicion,0.2,0.1,57,0.31015268061698387,0.0070299358058956915,11,0.0041544265783767095
transicion,0.2,0.1,58,0.3103395557954436,0.0059728319606833415,11,0.003529718126989242
transicion,0.2,0.1,59,0.31108935209839444,0.006767658185648851,11,0.003999430409627479
transicion,0.2,0.1,60,0.31045024613261946,0.005988400451834374,11,0.003538918517321232
transicion,0.2,0.1,61,0.30910926095166436,0.006802748134532911,11,0.004020167244259107
transicion,0.2,0.1,62,0.30832306987492747,0.0060302061696229205,11,0.0035636241177568998
transicion,0.2,0.1,63,0.3070977340634938,0.006026584551785179,11,0.0035614838783838434
transicion,0.2,0.1,64,0.3076441740372457,0.006701184059733269,11,0.003960146711581979
transicion,0.2,0.1,65,0.3082916829959187,0.006256497040115367,11,0.003697353476427486
transicion,0.2,0.1,66,0.30898600110239705,0.006702063123079588,11,0.003960666204822153
transicion,0.2,0.1,67,0.31011639886700426,0.007511855588127004,11,0.004439222970154314
transicion,0.2,0.1,68,0.30808633020226456,0.007019900433428993,11,0.0041484960522309945
transicion,0.2,0.1,69,0.30631844394197866,0.007063495437105237,11,0.004174259053054576
transicion,0.2,0.1,70,0.3060481193541007,0.006558986938468968,11,0.003876113582936105
transicion,0.2,0.1,71,0.30669707318029493,0.005887632514151959,11,0.0034793684716145634
transicion,0.2,0.1,72,0.30674314410763465,0.005652130533242365,11,0.0033401956945415976
transicion,0.2,0.1,73,0.30784037271628206,0.005590786594856405,11,0.003303943743586483
transicion,0.2,0.1,74,0.30601129731459237,0.005641610791598448,11,0.0033339789245041686
transicion,0.2,0.1,75,0.30536679043127307,0.005297455742975206,11,0.0031305962876550745
transicion,0.2,0.1,76,0.306492112118119,0.005429898323201041,11,0.0032088648509238245
transicion,0.2,0.1,77,0.30709355423423884,0.004899600198009923,11,0.0028954786854470797
transicion,0.2,0.1,78,0.30752347556401377,0.005618328176645246,11,0.0033202197783261085
transicion,0.2,0.1,79,0.30671188977829567,0.006196683864244535,11,0.003662006148310135
transicion,0.2,0.1,80,0.3071467172173875,0.005252044314266619,11,0.0031037598482339924
transicion,0.2,0.1,81,0.3077653982217822,0.004395237390862931,11,0.0025974193134967864
transicion,0.2,0.1,82,0.3061525561721834,0.004744134425067159,11,0.0028036042847449233
transicion,0.2,0.1,83,0.3066479210523961,0.004601425205638641,11,0.002719268525423193
transicion,0.2,0.1,84,0.3062022690006557,0.004605238796445803,11,0.00272152221357139
transicion,0.2,0.1,85,0.3060519467791288,0.004558356395224707,11,0.0026938164849461444
transicion,0.2,0.1,86,0.3059645465085274,0.007055637857949466,11,0.004169615520512066
transicion,0.2,0.1,87,0.3059445986022083,0.005827619117203656,11,0.0034439028204017023
transicion,0.2,0.1,88,0.3054858597901045,0.00510517557720505,11,0.003016965971073764
transicion,0.2,0.1,89,0.3058451732818193,0.005854883769389365,11,0.00346001520020402
transicion,0.2,0.1,90,0.30605197771678283,0.006106219993877597,11,0.003608545417257649
transicion,0.2,0.1,91,0.3072687549934219,0.006164052388096547,11,0.003642722178222219
transicion,0.2,0.1,92,0.30713238642352925,0.0046958954230421355,11,0.0027750968562760808
transicion,0.2,0.1,93,0.306906165236791,0.005422327482845105,11,0.0032043907701834328
transicion,0.2,0.1,94,0.3066447274161509,0.005676482419504285,11,0.0033545867396824764
transicion,0.2,0.1,95,0.30634584116574604,0.00554428547242988,11,0.003276463336329977
transicion,0.2,0.1,96,0.3050213493281386,0.0035558056108795882,11,0.002101346832355183
transicion,0.2,0.1,97,0.3050289795464136,0.003882413378685303,11,0.0022943596889076438
transicion,0.2,0.1,98,0.3048146585774775,0.004437939461346787,11,0.0026226546245249564
transicion,0.2,0.1,99,0.304659814751046,0.0042082438429391494,11,0.002486913188415529
transicion,0.2,0.1,100,0.30529059639543615,0.003603801959452711,11,0.0021297108617976696
transicion,0.2,0.1,101,0.3048995687185473,0.00393539168040576,11,0.0023256678645185995
transicion,0.2,0.1,102,0.3038873662850579,0.0033122031041191596,11,0.001957386950417716
transicion,0.2,0.1,103,0.30462308309002667,0.003103228524254442,11,0.0018338908655648508
transicion,0.2,0.1,104,0.304825824166094,0.0033797439252777825,11,0.0019973010250685045
transicion,0.2,0.1,105,0.3032876897967198,0.0034613978139999657,11,0.0020455553896746165
transicion,0.2,0.1,106,0.3038617342941621,0.005054913544583205,11,0.0029872630079211975
transicion,0.2,0.1,107,0.3029149438571878,0.0054059266543631255,11,0.0031946984999217626
transicion,0.2,0.1,108,0.30128133561050785,0.0050686363349263025,11,0.002995372658777901
transicion,0.2,0.1,109,0.30253905746360193,0.0046309683712874505,11,0.0027367274206349917
transicion,0.2,0.1,110,0.3010956365396013,0.00548656093502968,11,0.0032423503146721167
transicion,0.2,0.1,111,0.3003395891008371,0.006242969158699974,11,0.003689359009386393
transicion,0.2,0.1,112,0.3017837780728906,0.0067496332353949645,11,0.003988778344732965
transicion,0.2,0.1,113,0.3020338557479864,0.005137900369229131,11,0.003036305087320412
transicion,0.2,0.1,114,0.30176791018964355,0.005548323150342071,11,0.0032788494514946797
transicion,0.2,0.1,115,0.30115585551969476,0.004695125709536887,11,0.002774641984662423
transicion,0.2,0.1,116,0.3020893557317026,0.005018027471782921,11,0.002965464731885032
transicion,0.2,0.1,117,0.30123456537498133,0.004367667087718537,11,0.00258112630552068
transicion,0.2,0.1,118,0.3018578958456885,0.005982160941883655,11,0.0035352312025731265
transicion,0.2,0.1,119,0.30155208060248073,0.005570253784693215,11,0.0032918096281939666
transicion,0.2,0.1,120,0.30206068856547685,0.004273073965344481,11,0.002525225342471651
transicion,0.2,0.1,121,0.30274716566295123,0.004792577373030803,11,0.002832232237561548
transicion,0.2,0.1,122,0.3027078167808532,0.0041649865980429275,11,0.0024613497902756056
transicion,0.2,0.1,123,0.3036962190637222,0.005305267274066092,11,0.003135212607530225
transicion,0.2,0.1,124,0.303590149628176,0.004683335836487782,11,0.002767674614930567
transicion,0.2,0.1,125,0.3033153975172146,0.004151802824329693,11,0.002453558677891388
transicion,0.2,0.1,126,0.30410173430742043,0.004614614558674201,11,0.002727062934976204
transicion,0.2,0.1,127,0.30219337223660353,0.0054606821151921055,11,0.0032270569094521033
transicion,0.2,0.1,128,0.30278749190401105,0.005590216331946877,11,0.0033036067397427186
transicion,0.2,0.1,129,0.303416613430897,0.0062772318405077965,11,0.003709606960417397
transicion,0.2,0.1,130,0.30411707686883976,0.004745083627371702,11,0.0028041652274606367
transicion,0.2,0.1,131,0.30490443253327465,0.004048104837686834,11,0.002392277083901306
transicion,0.2,0.1,132,0.3052495967050742,0.005195919845658994,11,0.003070592406806541
transicion,0.2,0.1,133,0.30489170827606804,0.0058687764094985705,11,0.003468225225858181
transicion,0.2,0.1,134,0.3053942826372008,0.006315105063479192,11,0.0037319886049253306
transicion,0.2,0.1,135,0.3054972628866706,0.006802597134970869,11,0.004020078009220382
transicion,0.2,0.1,136,0.3045004587520885,0.007622461323471038,11,0.004504586782758234
transicion,0.2,0.1,137,0.3052999605791257,0.007278058073477838,11,0.0043010574682727275
transicion,0.2,0.1,138,0.3055516558994127,0.006646323418088382,11,0.003927726144161551
transicion,0.2,0.1,139,0.30588427427289955,0.007523679517066767,11,0.004446210465631441
transicion,0.2,0.1,140,0.3064769351228629,0.007289827535190692,11,0.004308012775675686
transicion,0.2,0.1,141,0.30666706320194115,0.007562935565828679,11,0.004469409307959669
transicion,0.2,0.1,142,0.30661499781683405,0.007978065411720763,11,0.004714735369657862
transicion,0.2,0.1,143,0.3073537577894069,0.006219639131601405,11,0.0036755718444209232
transicion,0.2,0.1,144,0.30753804201053714,0.005846671927787632,11,0.0034551623119345354
transicion,0.2,0.1,145,0.3064118225561683,0.00640877415429581,11,0.0037873435002196217
transicion,0.2,0.1,146,0.30507464948612245,0.005965273033626119,11,0.0035252510865584888
transicion,0.2,0.1,147,0.304211502465423,0.00635127589819001,11,0.0037533642022613218
transicion,0.2,0.1,148,0.30452312162186207,0.005845522248575147,11,0.0034544828949371648
transicion,0.2,0.1,149,0.30405532245913847,0.006957909680470303,11,0.004111861858290108
transicion,0.2,0.1,150,0.30514362070299744,0.007480599601437983,11,0.0044207518623918
transicion,0.2,0.1,151,0.3052347109479691,0.0066846103424146154,11,0.003950352270546917
transicion,0.2,0.1,152,0.3043853665339556,0.006489286990128572,11,0.003834923545659523
transicion,0.2,0.1,153,0.30510072290171786,0.006612300518358117,11,0.003907619895283102
transicion,0.2,0.1,154,0.3060141399675076,0.006983166672387381,11,0.004126787786692208
transicion,0.2,0.1,155,0.304906658767158,0.00599315064326854,11,0.0035417257010696137
transicion,0.2,0.1,156,0.3049959733521232,0.006284011645766715,11,0.0037136135692885973
transicion,0.2,0.1,157,0.30511357136507017,0.0051938364476938215,11,0.0030693611972878727
transicion,0.2,0.1,158,0.30446849767984585,0.006041613329072619,11,0.0035703653182045433
transicion,0.2,0.1,159,0.3038841407396913,0.005833584566940586,11,0.00344742817591324
transicion,0.2,0.1,160,0.30515725647265096,0.0049812841014762075,11,0.00294375078763346
transicion,0.2,0.1,161,0.3036710560793016,0.0044866721776898105,11,0.0026514538195107993
transicion,0.2,0.1,162,0.3028800004835505,0.0046032678200651714,11,0.0027203574409636255
transicion,0.2,0.1,163,0.3035885433856132,0.005246559379119611,11,0.003100518458698644
transicion,0.2,0.1,164,0.303573700157617,0.005360007346594536,11,0.0031675619231560826
transicion,0.2,0.1,165,0.30367760131340216,0.00476539385737009,11,0.002816167806381412
transicion,0.2,0.1,166,0.3034302923825455,0.004933840884784076,11,0.0029157136382438197
transicion,0.2,0.1,167,0.30354320944127905,0.005692538128568408,11,0.0033640750574015
transicion,0.2,0.1,168,0.303734851742014,0.0063678878785987415,11,0.003763181255337629
transicion,0.2,0.1,169,0.30312793884425876,0.0047830927339140815,11,0.0028266271740274296
transicion,0.2,0.1,170,0.30362908514800985,0.005408074101184165,11,0.0031959675598954677
transicion,0.2,0.1,171,0.3035582214461097,0.006052776213303465,11,0.0035769621612228076
transicion,0.2,0.1,172,0.30365249325045257,0.005515200244645043,11,0.0032592750651019345
transicion,0.2,0.1,173,0.30404956947165074,0.005044562994810145,11,0.002981146223889976
transicion,0.2,0.1,174,0.30465471006204875,0.005752154694853418,11,0.003399306196678517
transicion,0.2,0.1,175,0.3045774867136566,0.005155129482237623,11,0.003046486842457395
transicion,0.2,0.1,176,0.3033167476169039,0.0039361264615317615,11,0.0023261020924153306
transicion,0.2,0.1,177,0.3039497302714901,0.00516351294695668,11,0.0030514411535079345
transicion,0.2,0.1,178,0.30376246406721924,0.005643605832447538,11,0.003335157918304006
transicion,0.2,0.1,179,0.30436357496478483,0.004913206055930635,11,0.0029035192336580628
transicion,0.2,0.1,180,0.3040882254601498,0.005320475470478511,11,0.0031442000772780913
transicion,0.2,0.1,181,0.30376245626591253,0.004651563890217558,11,0.0027488985945405826
transicion,0.2,0.1,182,0.3045137169073072,0.006618589688045351,11,0.003911336557060107
transicion,0.2,0.1,183,0.30480504461989794,0.006222440121381363,11,0.0036772271236025426
transicion,0.2,0.1,184,0.3041538367191855,0.006644938437362963,11,0.00392690767285611
transicion,0.2,0.1,185,0.30437433399745834,0.007989544679334189,11,0.00472151918330713
transicion,0.2,0.1,186,0.3049685087330172,0.007861527838577555,11,0.004645866064928276
transicion,0.2,0.1,187,0.30512426065274956,0.00814001957174448,11,0.00481044416209334
transicion,0.2,0.1,188,0.30436962720259686,0.00783817509369627,11,0.004632065474611149
transicion,0.2,0.1,189,0.30397092398418485,0.006869679794618123,11,0.004059721327720251
transicion,0.2,0.1,190,0.30313751341170647,0.007703074309155341,11,0.004552226012978274
transicion,0.2,0.1,191,0.3035015038418168,0.006159224435406993,11,0.0036398690405085275
transicion,0.2,0.1,192,0.30467890394815317,0.006164785014664619,11,0.00364315513285658
transicion,0.2,0.1,193,0.30500267613443816,0.007010302389781058,11,0.004142823970901609
transicion,0.2,0.1,194,0.3044546238599649,0.006004278435945638,11,0.003548301806304832
transicion,0.2,0.1,195,0.30565143638482195,0.005166119324614415,11,0.0030529814242747744
transicion,0.2,0.1,196,0.30501873217594794,0.006141475104334781,11,0.003629379856141728
transicion,0.2,0.1,197,0.3049097370196223,0.005249833340066823,11,0.0031024532459785303
transicion,0.2,0.1,198,0.3045049464832308,0.00569053583446703,11,0.0033628917772034767
transicion,0.2,0.1,199,0.30496189024388065,0.004218133552636221,11,0.0024927576333652946
transicion,0.2,0.1,200,0.3050000377462853,0.003966435645341889,11,0.0023440136754320773
