point,eta_s,delta_pi,round,mean_cooperation,std,n,ci95
colapso,0.1,0.4,24,0.0596473168460083,0.0025778284575524424,11,0.0015233992676818204
colapso,0.1,0.4,25,0.05935626738209055,0.002900003764265003,11,0.001713792707118469
colapso,0.1,0.4,26,0.05768772201904908,0.0025905582261334364,11,0.0015309220801782181
colapso,0.1,0.4,27,0.05672675833904606,0.003098087277421588,11,0.0018308525828439062
colapso,0.1,0.4,28,0.05649035527549148,0.00275718232853328,11,0.0016293906321993522
colapso,0.1,0.4,29,0.05696011535987012,0.0027708032706684235,11,0.0016374400946114148
colapso,0.1,0.4,30,0.05658140520510253,0.002914670727900475,11,0.0017224603287346136
colapso,0.1,0.4,31,0.05569254749364816,0.002689764789142305,11,0.0015895494124175537
colapso,0.1,0.4,32,0.05487862500799476,0.001954714893986107,11,0.0011551626832657863
colapso,0.1,0.4,33,0.054870697774522983,0.0019396379481868063,11,0.0011462527776736429
colapso,0.1,0.4,34,0.055025294969800014,0.0018707857986355351,11,0.0011055637574646276
colapso,0.1,0.4,35,0.054447906659193405,0.0018577339605580308,11,0.001097850614058627
colapso,0.1,0.4,36,0.05424303686281715,0.0018465966152295115,11,0.0010912688635671705
colapso,0.1,0.4,37,0.05404958858039152,0.0016134437332832334,11,0.0009534843152686768
colapso,0.1,0.4,38,0.054133026908813636,0.0021941679270040416,11,0.00129667038292477
colapso,0.1,0.4,39,0.054188156250478764,0.001998729616849367,11,0.0011811737222783558
colapso,0.1,0.4,40,0.05447117291092506,0.001974888907883336,11,0.001167084763614927
colapso,0.1,0.4,41,0.05418234058744425,0.0022280649585404316,11,0.0013167022484540044
colapso,0.1,0.4,42,0.055272363935889454,0.002207446081657428,11,0.0013045172708803557
colapso,0.1,0.4,43,0.05408721480365297,0.0015435195588152815,11,0.0009121617688185252
colapso,0.1,0.4,44,0.054009198978600015,0.002213485127318067,11,0.0013080861188034833
colapso,0.1,0.4,45,0.053534647168633834,0.001741669671349796,11,0.0010292610022612178
colapso,0.1,0.4,46,0.053905941556989044,0.0025882182939948586,11,0.0015295392686509844
colapso,0.1,0.4,47,0.05350916755614843,0.0026556028815912162,11,0.0015693610151665763
colapso,0.1,0.4,48,0.05407852507024941,0.002679003346211558,11,0.0015831898060473667
colapso,0.1,0.4,49,0.05426854094280067,0.002305980896692821,11,0.0013627476254356797
colapso,0.1,0.4,50,0.05416389633019348,0.002383875647215113,11,0.0014087804813281096
colapso,0.1,0.4,51,0.05455549289773694,0.00208745643487505,11,0.0012336079209962951
colapso,0.1,0.4,52,0.05485023367761481,0.002166096573266078,11,0.001280081272969853
colapso,0.1,0.4,53,0.05423235040215823,0.002028306754698976,11,0.001198652693777879
colapso,0.1,0.4,54,0.054328728192024583,0.0024640202980710443,11,0.001456142943351073
colapso,0.1,0.4,55,0.0543779416093966,0.0012531177172495935,11,0.0007405452473705998
colapso,0.1,0.4,56,0.05413555762698135,0.002204832530280705,11,0.001302972760716507
colapso,0.1,0.4,57,0.05446752773629695,0.002048411515070765,11,0.0012105338479088182
colapso,0.1,0.4,58,0.0550095031850183,0.0019285316472767882,11,0.0011396893732611398
colapso,0.1,0.4,59,0.05459069754117483,0.003080893652155533,11,0.0018206917996225226
colapso,0.1,0.4,60,0.05459366356810422,0.002003407516665596,11,0.0011839381844106027
colapso,0.1,0.4,61,0.05400040921209761,0.002812546684481057,11,0.0016621088757502046
colapso,0.1,0.4,62,0.05395599800135362,0.0027545701519969363,11,0.001627846934514247
colapso,0.1,0.4,63,0.05442247101390349,0.003668995709956686,11,0.00216823790632781
colapso,0.1,0.4,64,0.05470270409940965,0.003372592282022609,11,0.001993074673983841
colapso,0.1,0.4,65,0.05527276338620575,0.002703990906071592,11,0.0015979565102787546
colapso,0.1,0.4,66,0.05572015754997912,0.002560594371371387,11,0.001513214573587663
colapso,0.1,0.4,67,0.055816639190618016,0.0025936324175288013,11,0.0015327388111971857
colapso,0.1,0.4,68,0.05556799719985082,0.002010786513973559,11,0.0011882988931545238
colapso,0.1,0.4,69,0.05606629889899737,0.0015851252705664327,11,0.0009367491732392459
colapso,0.1,0.4,70,0.05522056441011657,0.0018492506755766755,11,0.0010928373130027439
colapso,0.1,0.4,71,0.05524512027983531,0.0020324994454198153,11,0.0012011304156584913
colapso,0.1,0.4,72,0.054884866175633665,0.0020409819088074957,11,0.0012061432311835396
colapso,0.1,0.4,73,0.054823695650312906,0.0017588115994396634,11,0.001039391234403799
colapso,0.1,0.4,74,0.054536474883449586,0.0025644570221291436,11,0.0015154972543139297
colapso,0.1,0.4,75,0.054995160303898886,0.002297433128097678,11,0.0013576962169992476
colapso,0.1,0.4,76,0.05507699532623605,0.002650938637354863,11,0.001566604622966338
colapso,0.1,0.4,77,0.05480053728696861,0.002443154140910255,11,0.0014438118324717007
colapso,0.1,0.4,78,0.053993871772993224,0.002915715760121237,11,0.0017230779033118313
colapso,0.1,0.4,79,0.05399513556874638,0.002518949468824226,11,0.0014886040088865262
colapso,0.1,0.4,80,0.0540183588827669,0.0021332322770158357,11,0.0012606597149938687
colapso,0.1,0.4,81,0.05364077510362555,0.0016485754398946598,11,0.0009742458271402133
colapso,0.1,0.4,82,0.05321807400186502,0.0017874972090017145,11,0.0010563433463536092
colapso,0.1,0.4,83,0.053506559641708834,0.001886968271537181,11,0.0011151269878244378
colapso,0.1,0.4,84,0.05391635110233403,0.001910858269378136,11,0.0011292450743515708
colapso,0.1,0.4,85,0.05513805067174924,0.0018188380401654928,11,0.001074864593996585
colapso,0.1,0.4,86,0.05456879021318794,0.002222309213834577,11,0.0013133008206963994
colapso,0.1,0.4,87,0.054094915307655686,0.0023288947745335052,11,0.0013762888619054607
