run_id,seed,final_mean_cooperation,final_std_cooperation_between_communities,final_mean_payoff,expected_global_cooperation,observed_global_cooperation,num_intercommunity_edges,corr_size_cooperation,corr_degree_cooperation,intercommunity_mutual_coop_rate,mean_external_payoff,corr_climate_cooperation,std_climate,avg_degree,channel,b,Tin,social_adaptation_rate,epsilon_perception,epsilon_execution,delta_D,delta_pi,rho,num_epochs,rounds_per_epoch,het_b_lo,het_b_hi,spread,eta_s,rho_s
2,201000,0.18853691751285534,0.046447318467672936,2.3755641631910733,0.27324638452946326,0.19,152,0.018437961868685338,-0.06281232045547061,0.03289473684210526,0.94,0.03883491838376156,0.2807495131453475,3.04,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
10,1001000,0.18481425821742653,0.0489650244567546,2.3476455574699293,0.2580714471303984,0.28,153,-0.14336707365365495,0.031868125254962035,0.058823529411764705,1.035,-0.17512677267687127,0.27827379446572614,3.06,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
6,601000,0.1870684107483184,0.046507110600158406,2.36180813991478,0.23706549350312817,0.21,165,-0.039775391049598444,-0.05686516678840307,0.04242424242424243,0.95,-0.16325882992635454,0.21151543844674725,3.3,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
13,1301000,0.1910694459314493,0.04791797259846413,2.4032649801445403,0.30511611084300283,0.3,142,-0.06870595182801859,-0.09816331550807669,0.09859154929577464,1.18,0.07814262634064299,0.3041475462391907,2.84,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
11,1101000,0.19026258159461729,0.05083932548580167,2.4079799562931012,0.2556237679064743,0.24,155,0.05788509761382155,-0.0065602717298059365,0.0967741935483871,1.155,-0.03410486512611054,0.30437900798300316,3.1,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
19,1901000,0.19247021243573323,0.04978880197435262,2.438687492415635,0.25252369589240603,0.27,140,-0.001856195499757826,0.07501126125352389,0.05,0.95,0.2620407442498099,0.2399453322162487,2.8,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
12,1201000,0.18526057373272906,0.04419133881672011,2.3448583834812466,0.30677673020899904,0.25,120,0.06521207734056374,-0.05381105056907789,0.08333333333333333,0.905,-0.036851990046959396,0.2943916227726872,2.4,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
18,1801000,0.180927066497749,0.052670558199409266,2.290786792076689,0.273956626660276,0.26,147,-0.005018209427788482,0.09392736364108928,0.06802721088435375,1.085,0.19609113979664503,0.27103609376673116,2.94,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
17,1701000,0.1937426285673845,0.05356606648996849,2.436896970403234,0.28908801259921985,0.24,142,-0.1119815602513083,-0.1686257670913773,0.056338028169014086,0.97,-0.06138973606664018,0.28553395795503933,2.84,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
16,1601000,0.19473415785432302,0.04330797359404869,2.4502159109724158,0.27182484035404497,0.28,153,-0.21588245382157306,-0.1474152505055155,0.0718954248366013,1.105,-0.010568285650152647,0.2791094382331104,3.06,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
15,1501000,0.18336618295899354,0.045828418646114755,2.3380854521920695,0.2615613419014356,0.3,167,-0.08027744107312206,0.09827876402066672,0.08383233532934131,1.375,-0.06256342921686603,0.29092094561691406,3.34,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
21,2101000,0.18670683892803702,0.04855752953277015,2.3394454554323287,0.28009636266888227,0.33,141,0.027245056038771302,0.08886233666746846,0.1276595744680851,1.335,-0.023553430596354577,0.31626976508612137,2.82,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
14,1401000,0.1903803571569435,0.052237661205445624,2.3911662545907784,0.2635402466059857,0.26,152,0.18298724256967677,-0.09071323140975232,0.07894736842105263,1.11,-0.08162356095398393,0.28251322709604476,3.04,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
20,2001000,0.18834375647410448,0.04678979938354016,2.3648756854448694,0.302739049663095,0.37,156,-0.014295140920527756,0.044078002638335674,0.1346153846153846,1.44,0.026925049855813458,0.318624944160671,3.12,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.1,0.5
5,501000,0.1981206259036331,0.05317439931801301,2.489147720001598,0.2808164339933306,0.23,157,-0.16531800740163116,0.12702439690061654,0.03821656050955414,0.93,0.061627411591194815,0.24038132918130906,3.14,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
9,901000,0.18383078181163728,0.04839864375152409,2.3226749901759245,0.2441251379395126,0.21,146,0.0196194417918701,-0.04341468188449391,0.06164383561643835,0.84,0.04977910610635941,0.2779618110255534,2.92,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
8,801000,0.19145025151827944,0.051980415521490436,2.431457183523003,0.24237191358477606,0.24,151,-0.28671824513199334,-0.16406780819659744,0.046357615894039736,0.95,0.1645102547704734,0.25929661632498946,3.02,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
0,1000,0.18305059011489339,0.048966544299541954,2.3288907519326427,0.243079553515387,0.22,156,-0.04696059552336885,0.07833915485546697,0.05128205128205128,1.15,-0.00856883795714391,0.24221793128768973,3.12,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
1,101000,0.20909084007579629,0.06047128496131245,2.5782695701203875,0.2682036577090224,0.25,164,-0.25852219852668784,-0.10061910420781216,0.054878048780487805,0.93,-0.016708404002118107,0.24482858906363394,3.28,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
7,701000,0.18853311669544442,0.05109708377514157,2.3847308982432085,0.2812786868735255,0.33,137,0.12015573428353804,-0.040246066914724314,0.0948905109489051,1.145,0.05049364865707287,0.28314724317937373,2.74,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
3,301000,0.1920764932083633,0.052884871387475954,2.426664783706024,0.2917214672849178,0.38,164,-0.03750074983666497,-0.22381295092930228,0.15853658536585366,1.78,-0.23572285371611562,0.2887550280817813,3.28,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
4,401000,0.19866011381664847,0.052438770921175624,2.50231614167032,0.27810168229731785,0.36,155,-0.08614043080362864,-0.1780625350803725,0.07096774193548387,1.33,-0.3446192413883972,0.2954439698562955,3.1,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
2,201000,0.1920617531660425,0.058893224975569085,2.4267935696649765,0.27113005452574457,0.27,152,0.0017918342171688935,-0.05906388843455207,0.06578947368421052,1.28,-0.2533219950417275,0.3197372499932322,3.04,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
6,601000,0.18338510415123438,0.05591666052774177,2.319023069086992,0.26956713273881855,0.27,165,0.06608036814355998,-0.07597829633486482,0.06666666666666667,1.21,-0.05915008914794495,0.26385400644663465,3.3,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
10,1001000,0.17853095138182465,0.04632135806096547,2.272723952079969,0.25686675800708836,0.28,153,-0.007762702250527233,0.04428317988460547,0.0718954248366013,1.03,0.10719911812474928,0.2588446816202428,3.06,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
13,1301000,0.20290829978551175,0.056709319321253844,2.534836474378736,0.28071397339975507,0.28,142,0.019700492958415,-0.17045439422162276,0.07042253521126761,1.025,-0.05905249341416194,0.3057946491880652,2.84,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
11,1101000,0.1912342123199315,0.058314958146358176,2.407841481411341,0.24706366723186668,0.21,155,-0.13374681642480488,-0.03832669081575009,0.03870967741935484,0.93,-0.14201294377241994,0.2919038779054312,3.1,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
19,1901000,0.196469972140374,0.05106210679473293,2.467541181465735,0.28234949163801426,0.25,140,-0.02964465625860109,-0.1303057892027832,0.04285714285714286,0.93,0.009470387917839612,0.22956698519197208,2.8,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
12,1201000,0.19047697367939612,0.05550832784605557,2.387631656620597,0.3010447989460125,0.28,120,0.0498783860334288,-0.03252757137756207,0.125,0.96,0.01228347994295242,0.3233114932980619,2.4,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
