run_id,seed,final_mean_cooperation,final_std_cooperation_between_communities,final_mean_payoff,expected_global_cooperation,observed_global_cooperation,num_intercommunity_edges,corr_size_cooperation,corr_degree_cooperation,intercommunity_mutual_coop_rate,mean_external_payoff,corr_climate_cooperation,std_climate,avg_degree,channel,b,Tin,social_adaptation_rate,epsilon_perception,epsilon_execution,delta_D,delta_pi,rho,num_epochs,rounds_per_epoch,het_b_lo,het_b_hi,spread,eta_s,rho_s
18,1801000,0.19112014479549558,0.052969103995727754,2.4119072040914564,0.2543482484928897,0.23,147,-0.09421870748702998,0.02902144231540689,0.04081632653061224,1.05,0.14159788938303805,0.2813929717333597,2.94,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
17,1701000,0.18287413983521777,0.055885229140079894,2.2947610205254243,0.24313250632479388,0.16,142,-0.0358918620540387,-0.1749723023833215,0.035211267605633804,0.595,-0.07119426846058062,0.24684505072482724,2.84,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
16,1601000,0.19409275880281132,0.06152703641492672,2.449763668307648,0.2778591485303348,0.26,153,-0.034434872860211053,-0.07973283080883102,0.0392156862745098,1.05,0.005980791429897807,0.27487248652038543,3.06,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
15,1501000,0.17943549896583266,0.040305996143206256,2.2881854397768815,0.27678860435407954,0.32,167,-0.060526047378068264,0.09743801573318817,0.09580838323353294,1.445,0.031192686035279388,0.294036133137924,3.34,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
21,2101000,0.1906934311068056,0.04974638481860313,2.399173214019049,0.27851493039845765,0.3,141,-0.1237460220480352,-0.05682305252205091,0.10638297872340426,1.215,-0.10778550340139272,0.30337107410097125,2.82,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
14,1401000,0.1815771978641196,0.05464369257139307,2.3075957894705823,0.25576686786690966,0.26,152,0.22096316239668756,-0.09626510761688492,0.07894736842105263,1.05,-0.11161056632873623,0.28130664546288453,3.04,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
20,2001000,0.1914937578401636,0.05235990929016258,2.407100437940645,0.2595552736488351,0.28,156,-0.10756230013252276,-0.0029381105941896158,0.057692307692307696,1.095,0.15631344565412003,0.31405224534712206,3.12,social,2.5,800,0.1,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.1,0.75
5,501000,0.3425310853966031,0.05964426112034427,3.8205536125291193,0.41049651431200784,0.34,157,-0.003881368524203305,0.10147123220228468,0.10191082802547771,1.355,0.11965913237989337,0.26049211639715997,3.14,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
8,801000,0.3407512322052707,0.05792996488226486,3.81021981043869,0.3631892582211967,0.35,151,-0.09441712874704701,-0.024122124863694423,0.1390728476821192,1.47,-0.014892871131703003,0.2966242011614297,3.02,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
0,1000,0.333120633870818,0.05944580734782055,3.7421033048670473,0.41252931106788643,0.39,156,0.1703527434471257,-0.024985977588764904,0.17307692307692307,1.74,0.046967082860666226,0.27024022324237196,3.12,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
9,901000,0.3346844636754154,0.05860806441655542,3.776027744514637,0.4334701649384517,0.43,146,0.22701452399621735,0.24317986517018858,0.2054794520547945,1.545,-0.039221584614959046,0.33736734886488484,2.92,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
1,101000,0.33411558275823916,0.05651339691243723,3.7215553309228886,0.38973255269574913,0.4,164,0.025498640188200743,0.14617218609130828,0.16463414634146342,1.62,-0.18478781468883262,0.3024400040243998,3.28,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
3,301000,0.33938654091408815,0.05782274660738549,3.7881111086318033,0.38081576499246705,0.5,164,-0.1281910257027746,-0.3187368353546449,0.21951219512195122,2.04,-0.19699313682281475,0.3028835769582521,3.28,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
2,201000,0.3372469799807626,0.07328842507285548,3.754605927508877,0.3744931889699527,0.37,152,-0.23236717312773145,0.12098091151355873,0.14473684210526316,1.625,0.03728319934555583,0.3489076647216523,3.04,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
7,701000,0.3351515433222955,0.05975594030932422,3.741767328195475,0.397500328759118,0.46,137,-0.12623587210513482,0.33103574946186276,0.20437956204379562,1.61,0.041324494390998404,0.33700348793164653,2.74,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
4,401000,0.34193480791124514,0.06256286155717376,3.820794045664055,0.36536135842845857,0.47,155,-0.2333086072974059,0.08229940212920364,0.16129032258064516,1.775,-0.0850918586266308,0.30795941898870155,3.1,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
10,1001000,0.33688187710157486,0.059702859014367386,3.7567734053990525,0.34894043818467924,0.4,153,-0.29871784530184037,-0.23788771975933656,0.13725490196078433,1.29,0.10742006070498797,0.30878376169432453,3.06,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
6,601000,0.3325059761435311,0.051637313219470536,3.7200978138696854,0.42554224492886566,0.41,165,0.012279989354181831,-0.007821415555242904,0.21818181818181817,1.965,0.01715762154915462,0.30851996637258583,3.3,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
13,1301000,0.34491440919340705,0.04991971193531511,3.8557238267249083,0.3624897071484232,0.32,142,-0.1505125360162678,-0.03465239993843378,0.11267605633802817,1.28,-0.01972942332897634,0.3196690353931804,2.84,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
11,1101000,0.3404613198929919,0.061287187813155314,3.8130609929103154,0.3948646394422984,0.38,155,0.09177700463950283,-0.09420342362812643,0.14838709677419354,1.585,-0.029773602642250797,0.3307652185454948,3.1,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
19,1901000,0.3352132715734786,0.058702504267071874,3.7610340642058513,0.3896722116942564,0.35,140,-0.043791106243969924,-0.07410554325783161,0.08571428571428572,1.185,0.0679352710534746,0.28349840209930394,2.8,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
18,1801000,0.33604667002592115,0.06020114459780237,3.753431297866746,0.3703851428200772,0.39,147,0.023636962952329102,-0.09960063815794033,0.10884353741496598,1.505,-0.2572994022603995,0.3189003209709044,2.94,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
12,1201000,0.33578807366028096,0.054209403938274864,3.788763421232792,0.3852531510286735,0.4,120,0.00024063219695066572,0.08854170318712053,0.225,1.395,-0.044783493446909274,0.372142354963771,2.4,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
17,1701000,0.3419574703148192,0.07087363878671724,3.8188437073270216,0.41757633652743104,0.39,142,-0.09707805009537919,0.0795265403179642,0.16901408450704225,1.62,-0.12138490016666231,0.33689459102965874,2.84,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
16,1601000,0.3317531090944399,0.0568391140814672,3.7238113967397313,0.40487975686785743,0.42,153,-0.10135359051759053,-0.14952519205324238,0.1568627450980392,1.65,-0.011646382882413042,0.32170508109382684,3.06,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
15,1501000,0.3460201502949116,0.06160363178057994,3.864650011506923,0.37252644132617385,0.37,167,-0.07424619133667863,0.03477018027321765,0.1377245508982036,1.585,-0.03681770645590585,0.2967222202055633,3.34,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
21,2101000,0.33998237007023896,0.055934540201361835,3.7895596078516913,0.4106163919669524,0.48,141,-0.08989197748505083,-0.019095681543375296,0.22695035460992907,1.81,-0.07257341739684392,0.32933409204085323,2.82,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
20,2001000,0.33285937276926447,0.06093719155456156,3.7166710573921815,0.3458646303697531,0.37,156,-0.11105043070764907,0.09583139447129971,0.1282051282051282,1.435,0.013450013258127105,0.31236024371246424,3.12,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
14,1401000,0.33101725429170137,0.06617801582861255,3.7132779743248108,0.3928538568480896,0.4,152,-0.1015054398206737,0.02245319784130915,0.20394736842105263,1.625,0.024715728658080596,0.3080670602566177,3.04,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.0,10,120,1.5,3.5,1.0,0.3,0.0
5,501000,0.34381785205282933,0.07094612006813017,3.834803998347579,0.37565085624010564,0.32,157,-0.1505295151321979,0.05602458863949025,0.08280254777070063,1.28,0.131656103748893,0.2650619967083784,3.14,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
0,1000,0.3375787448417216,0.05986956591519504,3.815761040375455,0.3869920895594756,0.39,156,0.07167711674794121,-0.08849135536568195,0.16666666666666666,1.72,0.10161756102613774,0.2698032484865352,3.12,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
8,801000,0.3464190862611882,0.07254681214064211,3.8609411269544878,0.4129128555088175,0.42,151,-0.007177675719959056,-0.09639533659755514,0.17218543046357615,1.555,0.16000681980633102,0.2995206147084867,3.02,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
9,901000,0.33427010843056165,0.07093824512008748,3.762949250302942,0.3743410590217212,0.38,146,0.008571838628804604,-0.03277880413120221,0.1780821917808219,1.465,0.051035128247803256,0.3386086370470966,2.92,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
1,101000,0.3340269924659755,0.06394121684772529,3.7759608734168357,0.3797769201005087,0.4,164,0.0010832356246700421,0.054166572661593464,0.18292682926829268,1.62,-0.04092769636099505,0.3196703333258682,3.28,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
3,301000,0.34281962762131263,0.06449202806873071,3.849703720416806,0.38255522807552217,0.47,164,-0.025176334514973323,-0.21519181640295934,0.24390243902439024,2.06,-0.016982781303097966,0.2904118543666779,3.28,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
4,401000,0.3456906732380417,0.06435102012743348,3.906276418909891,0.4253061877419605,0.53,155,0.10619047232800856,0.004159870209657962,0.23225806451612904,1.935,-0.06330631782116385,0.30608176934062853,3.1,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
7,701000,0.3294872448824785,0.0593975073652693,3.7265083626798106,0.3608885319263312,0.42,137,-0.0670903908095267,0.08270229017518162,0.145985401459854,1.42,-0.003038704132923793,0.314637896413774,2.74,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
2,201000,0.3377275986986452,0.06799740178497231,3.8018972039226107,0.4027623417793141,0.4,152,-0.06219722539884607,-0.003439872930961636,0.18421052631578946,1.67,-0.17006564069792476,0.3408738000814782,3.04,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
6,601000,0.3448885338617215,0.06579171583526719,3.8545071872893084,0.40404045466405525,0.37,165,-0.09128798029646673,-0.15763285540047167,0.1393939393939394,1.78,0.05801441196889952,0.31877793687715966,3.3,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
10,1001000,0.3315207228137496,0.06452417776326103,3.725341228435684,0.34908875019113134,0.38,153,-0.23770857064056264,-0.15651943614706565,0.12418300653594772,1.22,0.06416657813134496,0.3165609931939869,3.06,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
13,1301000,0.3428165973739546,0.06639339747767029,3.8386638940192723,0.37742934967278785,0.38,142,-0.0875450128919561,0.08451032439850109,0.14788732394366197,1.35,-0.08074409673550637,0.32029542895085894,2.84,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
11,1101000,0.3305253485606115,0.0675347784043693,3.7367482876093217,0.38324717725414603,0.35,155,0.061664475203036806,0.008894354261171989,0.17419354838709677,1.59,-0.04647609575233216,0.3309545909047009,3.1,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
19,1901000,0.35255848891422686,0.06033881428322049,3.9178388330822203,0.38753033279061283,0.34,140,-0.07551911991005941,0.06466979716279073,0.07857142857142857,1.18,-0.14293680018090005,0.2880239781411906,2.8,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
12,1201000,0.3354325132856718,0.06417832398781372,3.8043560123627302,0.3903264953282082,0.4,120,-0.08627705307619268,-0.06888256818712146,0.21666666666666667,1.435,-0.060395290374139134,0.36525749270457897,2.4,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
18,1801000,0.3307558736317484,0.06797432192941502,3.7311464103410037,0.3991340307598471,0.39,147,0.15257661140052048,0.05685179497098367,0.1360544217687075,1.555,-0.07760518164621516,0.3050736419584931,2.94,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
17,1701000,0.347862057718808,0.06547234015565749,3.8761988341257023,0.37815202668060766,0.35,142,-0.14140573642400886,0.01861473086814533,0.14788732394366197,1.38,0.042416828277085164,0.338341888030098,2.84,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
16,1601000,0.33766958856144924,0.06295857131459508,3.793559391667911,0.3968695402055924,0.36,153,0.11153674228171084,-0.182863977713313,0.10457516339869281,1.37,-0.029658010553105213,0.29885092176544964,3.06,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
15,1501000,0.3352625724222939,0.06903837729268397,3.7753898061784468,0.3834950324157064,0.34,167,-0.03494095695861729,-0.04757415629584332,0.10179640718562874,1.495,0.143413103884123,0.2764522056259723,3.34,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
21,2101000,0.3387938797346451,0.06427456769430148,3.7874703808487777,0.3930386334469298,0.43,141,0.09650351475975087,0.05710280328551992,0.2198581560283688,1.7,-0.07360373172384764,0.30271835880618797,2.82,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
14,1401000,0.33971616770940727,0.05747779102550544,3.839203265043344,0.39920046980591634,0.42,152,0.026681672099492314,-0.14151011227031815,0.24342105263157895,1.655,-0.027199663496039007,0.33371867239067315,3.04,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
20,2001000,0.32983091725932456,0.06172682976294104,3.7316011853743323,0.3959654803428222,0.4,156,-0.15430600550803605,0.0571514200464262,0.14102564102564102,1.475,-0.16448692910662147,0.30402569295165877,3.12,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.25,10,120,1.5,3.5,1.0,0.3,0.25
5,501000,0.34387564884774213,0.0751485580225948,3.872323262275531,0.420670980916929,0.33,157,-0.03782873282969129,0.11334087783372793,0.10828025477707007,1.39,-0.16526384701039692,0.280650666357473,3.14,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
8,801000,0.3421519767039498,0.0763510852853506,3.8304956615156702,0.3967393014900989,0.37,151,-0.08102982481173243,-0.09819103435773108,0.13245033112582782,1.465,0.08179994341268723,0.2906630534540972,3.02,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
9,901000,0.32998336351586555,0.07475274474361512,3.742870690648069,0.37256207093650984,0.37,146,-0.036913105793775186,0.07108831530306815,0.17123287671232876,1.43,-0.03980360687247762,0.3379892025050146,2.92,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
0,1000,0.3399794318299962,0.06649811974994045,3.8379551836532584,0.3965507697515756,0.4,156,0.05096810412347473,-0.072988196936885,0.16666666666666666,1.69,0.0724888136173246,0.2672868761062207,3.12,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
1,101000,0.35663342595132796,0.08377131698538516,3.971305025221648,0.40776209604996794,0.4,164,-0.03617483049131733,-0.26932163554253985,0.12195121951219512,1.525,-0.006230159178709269,0.3015885284358996,3.28,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
3,301000,0.34449077944597783,0.08073438186849002,3.84420784844694,0.4089910321963519,0.5,164,-0.1590101154273005,-0.054725395595991405,0.2682926829268293,2.125,0.0012800708270126575,0.30626485734480635,3.28,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
2,201000,0.3433795253565327,0.07924032819705498,3.8488679976824574,0.40355414656387156,0.39,152,-0.07235040029528512,-0.012266549495016894,0.14473684210526316,1.61,-0.10425435088738082,0.3337740961588584,3.04,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
4,401000,0.35957862273548635,0.08424625520803973,3.980338847321371,0.4036262787600671,0.49,155,-0.13147908951279816,-0.019047897779122813,0.16129032258064516,1.82,-0.004428437978277803,0.3421498837995705,3.1,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
7,701000,0.3438406967572889,0.07090141376416495,3.870659667483413,0.3664878852423204,0.42,137,-0.0019159656232189822,0.03858441937630895,0.145985401459854,1.345,0.0908629928159208,0.31285453807057007,2.74,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
6,601000,0.3488735807319949,0.07261490815417336,3.8956641905417513,0.3994673137449068,0.39,165,-0.07890114547531693,-0.026062268713851294,0.16363636363636364,1.875,0.032308195616773346,0.31964715551684464,3.3,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
10,1001000,0.3304627679350758,0.08100489061923577,3.731699031786312,0.35838225742035,0.36,153,-0.07447327517008134,0.0455936456624596,0.10457516339869281,1.295,-0.1800555336886646,0.28390569263819077,3.06,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
11,1101000,0.3415225979383999,0.08063735614720695,3.8503437220634584,0.3877403606966043,0.39,155,-0.014621969711036235,-0.16239625335285401,0.2,1.625,0.009641842104829325,0.32968001352733334,3.1,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
13,1301000,0.3473578631198919,0.07954821905743198,3.88577960911915,0.407970856723262,0.4,142,-0.00302028904935108,-0.12100486641429659,0.15492957746478872,1.37,0.1361912723804933,0.31941670660376464,2.84,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
19,1901000,0.34988576179744824,0.07749990540387901,3.914273255037035,0.4030046708925626,0.41,140,-0.02766997995729457,0.05353887867242196,0.1357142857142857,1.415,-0.23609165614215324,0.29031821177145667,2.8,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
18,1801000,0.3385515320167876,0.07916152719266273,3.8228898441048056,0.39709519150982403,0.38,147,0.060935338583446165,0.09701101923259112,0.12244897959183673,1.47,0.007256399956349572,0.31150013049990544,2.94,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
12,1201000,0.33925480351910303,0.07297823208478356,3.8364001993806727,0.4222009513808246,0.44,120,-0.04796764245086836,-0.06635486320479676,0.25833333333333336,1.445,0.12361363323269793,0.35718692154727,2.4,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
15,1501000,0.3338395195235676,0.07956375850433788,3.779791430585166,0.39681127024007595,0.37,167,0.12407727307000493,0.15417692991463727,0.1317365269461078,1.655,0.22674533061391586,0.30426881869592265,3.34,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
16,1601000,0.343508052811756,0.08315414841600532,3.857105939500236,0.390496902689841,0.41,153,-0.07110969151626882,-0.22880146490529726,0.1568627450980392,1.605,-0.2742476305899695,0.3225520489208502,3.06,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
17,1701000,0.3527887873333004,0.08360702559688032,3.9294018692921706,0.4231149305034648,0.36,142,-0.14596689636649465,-0.09725237210985499,0.14084507042253522,1.42,0.2290427614695557,0.3329465089251062,2.84,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
21,2101000,0.347020887081981,0.09054323958529215,3.8625966409292274,0.4205955848889334,0.49,141,-0.1849433024902384,0.14239841135850423,0.3120567375886525,1.915,-0.17685873379671857,0.3305595723408318,2.82,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
14,1401000,0.34176513588876817,0.07681525371855205,3.832747339807702,0.40418726222385226,0.41,152,-0.10780883780447502,-0.24751066405931835,0.18421052631578946,1.535,-0.19734584008385175,0.31672849248035534,3.04,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
20,2001000,0.3452022702326659,0.07539065925787126,3.836041171878124,0.37275719915466604,0.38,156,-0.3143483763213881,-0.002470061319847521,0.14743589743589744,1.42,0.1009244477099716,0.3124443244729812,3.12,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.5,10,120,1.5,3.5,1.0,0.3,0.5
5,501000,0.347681217836348,0.0918818720466407,3.8970280762662073,0.4003928130006988,0.3,157,-0.005639610004246575,0.13101670833101262,0.09554140127388536,1.215,-0.0725945163376875,0.2709755214568938,3.14,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
8,801000,0.35902924665180097,0.09622292007912085,3.9667235346961816,0.43347921486556734,0.41,151,-0.04495140636842919,-0.0798046568798813,0.17218543046357615,1.555,0.06844354313692873,0.30061401943422983,3.02,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
0,1000,0.35146061167267684,0.08073861990129176,3.9207655926044565,0.38939068440160773,0.39,156,-0.010395249040136858,-0.08305857751185078,0.19230769230769232,1.695,0.11515974092366416,0.28505467670292595,3.12,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
9,901000,0.34635571540983984,0.09572530639665122,3.86850191915191,0.38646073798132863,0.38,146,-0.018836514260715174,-0.10928026931448352,0.17123287671232876,1.43,-0.013897093903744853,0.33804218033119354,2.92,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
1,101000,0.3690210898805575,0.09140398471384903,4.0051252671864805,0.41944991109394336,0.41,164,-0.07736547636458052,-0.08305347059256507,0.13414634146341464,1.58,-0.19895244214871605,0.2887067820318324,3.28,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
3,301000,0.358231931961168,0.08543706199910742,3.972245989292183,0.40798814000872224,0.53,164,0.02161843260791136,-0.10412423785856777,0.25609756097560976,2.19,-0.22964287947737325,0.3092362207122848,3.28,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
4,401000,0.34926505152086773,0.09877395995266545,3.893254414318414,0.3791000002235512,0.45,155,0.11154476598463911,0.008877528934023172,0.14838709677419354,1.69,-0.10045953021710338,0.3296731920861126,3.1,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
2,201000,0.34323147913925195,0.0992018591208651,3.819716321605563,0.3741559377397647,0.36,152,-0.16408249873617162,-0.08170702067755752,0.08552631578947369,1.52,-0.30965377082417067,0.32740461810830257,3.04,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
7,701000,0.3436586717796951,0.10665983030507845,3.823129101600961,0.420216429522213,0.48,137,0.15054981794555303,0.03492192767976249,0.17518248175182483,1.605,-0.12881313034422548,0.33332921422168493,2.74,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
10,1001000,0.3402541320945611,0.09381121097111791,3.8131694385572077,0.39043605439909795,0.43,153,0.06928257671921502,0.016714449788273324,0.11764705882352941,1.605,-0.09159619426633187,0.3158982837739591,3.06,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
6,601000,0.34615345170635387,0.08964303436993394,3.9054403312647747,0.3793430149863243,0.37,165,-0.05861026968823041,-0.05444992804481995,0.15757575757575756,1.735,0.1770082629891008,0.3048214721677771,3.3,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
13,1301000,0.3482866031050664,0.09205040359467867,3.886016660389824,0.39106667239906473,0.43,142,-0.04552467351025223,0.07450962040110166,0.16901408450704225,1.575,0.032687434078527935,0.3381396128930892,2.84,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
11,1101000,0.3285808996236692,0.10671271683218181,3.709838581426478,0.36412120201062337,0.32,155,-0.011845012307263982,-0.07567788143031996,0.16129032258064516,1.46,0.2143565286016338,0.32454120517390955,3.1,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
19,1901000,0.35953499113383885,0.1049892036061082,3.956374663824858,0.3869892632389585,0.37,140,0.05529731944815652,0.16273991265166357,0.1,1.315,-0.0012474727935320687,0.27570478492746925,2.8,social,2.5,800,0.3,0.02,0.01,0.05,0.1,0.75,10,120,1.5,3.5,1.0,0.3,0.75
